,dataset,prob_labels,n_data,dim_reduction_technique,dimension,metric,k,n_samples,Accuracy,RMSE,KL,MAE,TV
184,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,1000,0.8954,0.11420503757674802,,0.03241463780341637,0.15661017952230377
185,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,5000,0.9081,0.10526556350646517,,0.02903795208796815,0.1401900001433242
186,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,5000,0.9079,0.10566484524393005,,0.029409156438797,0.1419881022978078
187,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,5000,0.9056,0.10661340079638823,,0.03013271974485069,0.14543656429637852
188,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,5000,0.9064,0.10587770733702621,,0.029471471165141983,0.141813058537441
189,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,5000,0.9068,0.1054913127181742,,0.029389334282562636,0.14192829155580694
190,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,10000,0.9125,0.10042103743174835,,0.02813254341900918,0.13535503784625855
191,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,10000,0.9124,0.10040868300489499,,0.027590267241337767,0.13279239123809208
192,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,10000,0.9137,0.09898503954143792,,0.027298680012635933,0.13152793801767093
193,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,10000,0.9121,0.10048810960155738,,0.027394523994986392,0.13205194949619437
194,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,10000,0.9125,0.09980628437992015,,0.02729368219927931,0.13148155659961103
195,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,100000,0.9204,0.08993143004430675,,0.0244154405807187,0.11696643161209257
196,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,100000,0.9209,0.08998117095086014,,0.024429746197116436,0.11708855898716942
197,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,100000,0.92,0.08998460717064599,,0.024453964562255275,0.11717864694615293
198,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,100000,0.9212,0.09002579200299463,,0.02426943934311831,0.11620898753228773
199,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,7,100000,0.9209,0.08995466973707214,,0.024403006881597657,0.11698303640779682
200,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.0998,0.31427206214920783,,0.17601179191349853,0.8558121871237461
201,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.0999,0.3067082945527524,,0.17462927706458237,0.8551410098120832
202,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.0998,0.31002121474844174,,0.17662983016764996,0.8552873121432389
203,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.0995,0.30050388910242154,,0.17488906515313052,0.8545536729054662
204,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.1003,0.3004477915845987,,0.17516348147396538,0.8546915707536362
205,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,25,0.1902,0.2887280937777372,,0.14820205655894264,0.7275931866940969
206,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,25,0.3475,0.2744838247041522,,0.1496612707530044,0.7304897016411828
207,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,25,0.284,0.27007725465415044,,0.14715822784429933,0.7225575782917751
208,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,25,0.2197,0.2684422861855035,,0.14829453969233958,0.7254408140909231
209,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,25,0.3392,0.25906937370606775,,0.14461019083161633,0.7132690598794
210,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,50,0.5501,0.22979574586703116,,0.10819947451971737,0.5288812639227068
211,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,50,0.5706,0.21018668739673946,,0.10163796880265115,0.49605068706948824
212,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,50,0.616,0.21336698899948336,,0.10527926041198396,0.512643902262079
213,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,50,0.731,0.20502747497530344,,0.1035176162470138,0.5073224731737411
214,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,50,0.598,0.227026223946429,,0.11007905666438436,0.5375546121584449
215,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.7761,0.15344717256034354,,0.055420013560832114,0.2696314603160718
216,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.7977,0.14499545367403466,,0.06176741201237825,0.30285679612133976
217,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8664,0.14318211790491706,,0.05307963133929687,0.25724975816553225
218,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8234,0.14219059534608716,,0.05804268444650993,0.28137284340670377
219,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8781,0.14755697441492815,,0.059694835637281195,0.29062517911093794
220,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,250,0.8826,0.12021234477027103,,0.0383004134553532,0.1845029443505367
221,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,250,0.8804,0.11930235315281004,,0.03573784207166814,0.1722685941353352
222,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,250,0.8843,0.11755588915835122,,0.03420839893372757,0.16484648893145198
223,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,250,0.8849,0.1175901796203584,,0.0368486050217328,0.17826675878337134
224,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,250,0.8827,0.12141570792783399,,0.035588105725289094,0.1713709692117043
225,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,500,0.886,0.1166586740955617,,0.03507599803286418,0.16901187478676571
226,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,500,0.8865,0.11639821975706251,,0.036150754586266744,0.1742533096306383
227,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,500,0.8922,0.11361569269196711,,0.031967805648354136,0.1542267178265326
228,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,500,0.8867,0.1151655365144471,,0.03286288604384714,0.1575476301452075
229,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,500,0.8913,0.11580390008862815,,0.03324508122073184,0.16018301957431091
230,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,1000,0.8923,0.1147785721254432,,0.03238296336195694,0.156227229969161
231,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,1000,0.8928,0.11333711172101826,,0.031322524714149834,0.1510916802914982
232,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,1000,0.8975,0.11291254318798098,,0.0320440913952348,0.1552030038160842
233,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,1000,0.8898,0.11259467365733747,,0.031428709293246135,0.15149393280296003
234,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,1000,0.8918,0.11427042823253605,,0.03201717805762276,0.15480461260110515
235,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,5000,0.9056,0.10464289938590154,,0.029697040177157973,0.14277764022464734
236,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,5000,0.9066,0.10499406966522436,,0.03015628537254384,0.14485860679105755
237,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,5000,0.9057,0.10529432208441494,,0.030035181559009843,0.14511609484974183
238,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,5000,0.9066,0.10469630508637673,,0.028937858683326306,0.1392878845530558
239,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,5000,0.907,0.10440082963824457,,0.02864065398851361,0.13778498006479373
240,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10000,0.9089,0.10142798312148296,,0.028075179898666508,0.13496208482980102
241,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10000,0.9113,0.10125325466122406,,0.02846139893643281,0.13670721662684004
242,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10000,0.9089,0.10105675038568014,,0.02830067271872147,0.13586971978846032
243,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10000,0.9117,0.10098956171255369,,0.028367924795552814,0.13630206496424055
244,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10000,0.9107,0.10095609881628238,,0.02802110465120537,0.1345012046733277
245,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100000,0.918,0.09306822398520978,,0.025582501565259503,0.12254246107402851
246,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100000,0.9195,0.09295178722208462,,0.025322755675330006,0.1212428198660841
247,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100000,0.9182,0.09272180921688947,,0.025322426667586596,0.12121833983281574
248,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100000,0.919,0.09298861754810939,,0.025414825053508006,0.12165827522790584
249,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100000,0.9177,0.09296973704943312,,0.02530397507334304,0.12113647322679828
250,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10,,,,,
251,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10,,,,,
252,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10,,,,,
253,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10,,,,,
254,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10,,,,,
255,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,25,0.1987,0.27583464760557436,,0.1597619312432787,0.7893656753444451
256,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,25,0.1391,0.2911973408804814,,0.16132907817088243,0.790930871120062
257,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,25,0.1005,0.28594283007789884,,0.16079903293495515,0.7912991119373292
258,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,25,0.2033,0.27916944307603636,,0.15998688501743588,0.7896501165251604
259,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,25,0.1978,0.2859960758552218,,0.1614363886662501,0.7960599356526412
260,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,50,0.3903,0.24710160031803396,,0.1299537180140904,0.6412825874131971
261,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,50,0.4061,0.24928355334737526,,0.131900063721627,0.6475064322333611
262,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,50,0.2209,0.26586750759279487,,0.13364435149781737,0.6545743939648688
263,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,50,0.4643,0.2509010813918444,,0.13352110970777745,0.6563297372435354
264,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,50,0.3904,0.24241234890083496,,0.13216458579531093,0.6509088230286221
265,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100,0.7567,0.17908627006523253,,0.08047935625996779,0.3919129775747365
266,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100,0.7144,0.19472673836098556,,0.09109422118911704,0.4437180166407283
267,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100,0.748,0.19650089731160317,,0.09216233821706801,0.45164066686056775
268,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100,0.753,0.18886418415808154,,0.08791434424695893,0.4274608115971032
269,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100,0.6382,0.1875512372458501,,0.08409208119300611,0.41032306693348847
270,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,250,0.877,0.11814201021605175,,0.03807633678387439,0.18389608928803555
271,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,250,0.8794,0.11987224479997254,,0.041265143630890566,0.19719936510993394
272,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,250,0.8859,0.11800601180081538,,0.03394776316671106,0.16448680195850096
273,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,250,0.8791,0.12077615790107876,,0.03617937175460463,0.17436528540910493
274,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,250,0.8784,0.12008349326570622,,0.03509573450591872,0.1698380563896237
275,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,500,0.8856,0.11496749628912048,,0.03356904632474571,0.1619395652056191
276,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,500,0.8833,0.1175098883991568,,0.03518927132759928,0.1702255177972258
277,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,500,0.8853,0.11581807150087056,,0.03559026050370072,0.17108216973277807
278,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,500,0.8806,0.1165104391736268,,0.03573717451586994,0.1723784687203532
279,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,500,0.8893,0.11409948128957889,,0.0340175944511763,0.1640323750663193
280,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,1000,0.8913,0.11287810152557434,,0.033397340499876936,0.1613836460298066
281,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,1000,0.8912,0.11369488196553382,,0.033520108510195316,0.16120940388384503
282,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,1000,0.8923,0.11213404164103494,,0.03206576925380423,0.15450904669691504
283,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,1000,0.8935,0.11188312816282522,,0.03260873907647031,0.1570662498623585
284,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,1000,0.8906,0.11286594274196338,,0.03156466041608807,0.15174536333232005
285,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,5000,0.9008,0.1061183454206323,,0.03015348406272874,0.14491740659107633
286,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,5000,0.9057,0.10548179582707048,,0.030960431692959884,0.14898540553562342
287,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,5000,0.9018,0.10549430813456709,,0.02987497700339616,0.14346791307904133
288,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,5000,0.9039,0.10515535043282705,,0.029956326895485035,0.1440071339602631
289,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,5000,0.9031,0.10586890441519223,,0.03038330438875946,0.1459967652546265
290,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10000,0.9083,0.10200170282695872,,0.028847626146806925,0.13815950248142844
291,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10000,0.9089,0.10107516718498151,,0.028681659335364845,0.13753755477107812
292,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10000,0.9073,0.10175523174045051,,0.028916153839227098,0.1387808077877191
293,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10000,0.9086,0.1012899104630028,,0.02866264411458134,0.13754069689008933
294,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,10000,0.9096,0.10167051015182031,,0.028468099976101113,0.13666830399536706
295,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100000,0.9144,0.09593886226832804,,0.026633058214600613,0.12771057566039482
296,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100000,0.9149,0.09588888668264804,,0.026604870859202368,0.1274751117964963
297,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100000,0.915,0.0959994871512699,,0.02653331241245207,0.1272340096920676
298,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100000,0.915,0.09584153324142798,,0.02652339985554974,0.12715561927985158
299,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,15,100000,0.9138,0.09604594112056003,,0.0266533614694821,0.1276560556453587
300,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10,,,,,
301,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10,,,,,
302,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10,,,,,
303,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10,,,,,
304,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10,,,,,
305,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,25,0.0994,0.2881371064482738,,0.16923865802125554,0.8300614496221146
306,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,25,0.1158,0.3037435590430597,,0.16938051574505247,0.8311307191166672
307,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,25,0.1004,0.28564664552298114,,0.16790205492340327,0.8297317285964538
308,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,25,0.1003,0.29058999344855957,,0.16983414443221884,0.8345406545213382
309,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,25,0.0983,0.2922783714783085,,0.16931188602836322,0.8304950840954025
310,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,50,0.1993,0.26538178001263685,,0.1467760965477508,0.7228562707236491
311,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,50,0.4205,0.25995627271607474,,0.14480061308987194,0.7128751795331082
312,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,50,0.3092,0.26180329880886677,,0.14656388186688757,0.7223448339980217
313,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,50,0.2733,0.26046384982730686,,0.14493596165105732,0.7157279555211109
314,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,50,0.357,0.26229913311969927,,0.145737903446497,0.7184542414704077
315,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100,0.6747,0.21042183195113337,,0.10395744371287045,0.508302466099753
316,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100,0.61,0.21363432308380567,,0.10454352578210777,0.5122990361490128
317,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100,0.6029,0.2165077305418872,,0.10405123684252063,0.5086237204016781
318,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100,0.4574,0.21825617795307392,,0.10549981100328858,0.519481209599314
319,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100,0.5702,0.21608394632289799,,0.10771316605527859,0.5298039390233911
320,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,250,0.8853,0.12037352333355708,,0.041047234524858534,0.1992240443869002
321,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,250,0.8826,0.12163504353428478,,0.043738989764946,0.2107678840243129
322,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,250,0.8726,0.1263689424235471,,0.043979767254739496,0.21221234548367324
323,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,250,0.8708,0.1371777498379087,,0.05119995698941922,0.24871409230269637
324,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,250,0.8761,0.12348554438842847,,0.043172397211401224,0.20685900926159662
325,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8906,0.11582790673293704,,0.03495584053301578,0.16850993697883904
326,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8842,0.1152888109884557,,0.03508698050152793,0.16927573743401253
327,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8863,0.11520166483508135,,0.03711070830748113,0.1787285256525212
328,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8858,0.1152695966227438,,0.035060635237913015,0.16842352502627925
329,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,500,0.8879,0.1147910583037228,,0.034973775640666706,0.168278321825784
330,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.8888,0.11298064787271415,,0.033615756784048365,0.16171657190426245
331,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.8872,0.11272055163131053,,0.031992076138454215,0.15384269049643673
332,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.8894,0.11259228844902709,,0.03341216169990634,0.161416815525829
333,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.89,0.1124060721619086,,0.03269065258707702,0.1576089978999199
334,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,1000,0.8901,0.1122594037435114,,0.031550684815112924,0.1520135088197363
335,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.902,0.10544911681621023,,0.030122089248162454,0.14481417704363989
336,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.8983,0.10630946515383291,,0.030926577210841764,0.14861773096524988
337,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.9033,0.10523975093057258,,0.03042377548802177,0.14603703191823666
338,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.9013,0.10584159924935863,,0.030562202493862517,0.14693898391751004
339,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,5000,0.9017,0.10568603096037507,,0.030199842754055167,0.1450643618558882
340,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.906,0.10237600396701534,,0.029119385398066418,0.13980537361483306
341,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.9065,0.1025236090819599,,0.028781149697806825,0.13827054577836292
342,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.9041,0.10291110854247902,,0.028925313807223196,0.13880238016155666
343,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.9051,0.10258070001069639,,0.029276415967161372,0.14042514244549767
344,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,10000,0.9047,0.10273005856903628,,0.02970565874104452,0.1425177672312606
345,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.9139,0.0975183092888723,,0.02713716757090153,0.13011670837926714
346,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.9132,0.09739276979542626,,0.027119991511241892,0.12985958231846967
347,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.9131,0.0976929822241634,,0.026975068168054634,0.12927868994743336
348,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.913,0.09777434575097202,,0.027285806170573003,0.13071509894573524
349,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,20,100000,0.9129,0.0975638842217187,,0.02717184363197241,0.1302046350653368
350,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
351,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
352,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
353,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
354,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,10,,,,,
355,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
356,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
357,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
358,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
359,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,25,,,,,
360,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.1005,0.27707071123987354,,0.15987263204039784,0.7901398694321875
361,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.2689,0.2762905697943321,,0.1605062206119409,0.7934547290170026
362,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.1979,0.2806667241463222,,0.15984732845241756,0.7899009858648449
363,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.1966,0.27730095738325256,,0.15978509757678785,0.7895466709727628
364,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,50,0.1476,0.27871268112758557,,0.16038889434302378,0.7902148709919348
365,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.5154,0.24114339704247129,,0.1303081024681584,0.6422257936651514
366,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.3794,0.24593460174823495,,0.1340379836753284,0.6609856914912735
367,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.4395,0.24595134948026262,,0.13288964545654317,0.6536784200492746
368,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.4356,0.24641607606464122,,0.13005212913264824,0.6398973061535945
369,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,100,0.5343,0.23614956630449974,,0.12877443848148534,0.6355428583116902
370,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8664,0.1465917083620265,,0.06225721807882245,0.3015280493932749
371,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8259,0.1587935042660274,,0.07225583449175738,0.3523507445408303
372,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8754,0.15154196809404089,,0.06673399888891574,0.32530885625381295
373,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8728,0.14475116833386759,,0.06182764325131622,0.29852267245164377
374,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,250,0.8702,0.14698152338566867,,0.06384297791148623,0.30956876578519044
375,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.8831,0.11727602316642434,,0.03637587119137587,0.17554472743991906
376,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.8796,0.116523493187405,,0.03764987190521561,0.18133483591053365
377,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.8763,0.11678562386754457,,0.03700229224570253,0.1767953978849959
378,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.8854,0.11582875085576978,,0.036514054114083344,0.17477660109144594
379,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,500,0.885,0.11516319687335126,,0.037118090191269694,0.17860691518136992
380,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,1000,0.8849,0.11294412326491605,,0.03411613775617632,0.16414674951698277
381,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,30,1000,0.8854,0.11320253747195189,,0.032497734052057546,0.15584958377794939
