,dataset,n_data,dim_reduction_technique,dimension,prob_labels,alpha,n_samples,k,RMSE,Accuracy,runtime,config
385,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,30,0.280596059205779,0.18244,0.6446425914764404,configs/FGMRES.json
386,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,30,0.2805565876155452,0.18274,0.6423952579498291,configs/FGMRES.json
387,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,30,0.2806009222313728,0.1836,0.6470587253570557,configs/FGMRES.json
388,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,30,0.2806250639635541,0.1836,0.6425580978393555,configs/FGMRES.json
389,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,30,0.28049330064981903,0.18438,0.6465146541595459,configs/FGMRES.json
390,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,30,0.2675555074037864,0.258,0.7538490295410156,configs/FGMRES.json
391,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,30,0.26746883483053313,0.25932,0.7494039535522461,configs/FGMRES.json
392,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,30,0.26734966034529806,0.25824,0.7491381168365479,configs/FGMRES.json
393,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,30,0.2674488386696316,0.25892,0.7509124279022217,configs/FGMRES.json
394,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,30,0.2674103685960829,0.25846,0.7511417865753174,configs/FGMRES.json
395,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,30,0.1153485650032831,0.86228,2.699702501296997,configs/FGMRES.json
396,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,30,0.11629676611889592,0.86028,2.704223871231079,configs/FGMRES.json
397,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,30,0.11516463235628771,0.8625,2.8527944087982178,configs/FGMRES.json
398,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,30,0.11516545851435718,0.8644,2.704603433609009,configs/FGMRES.json
399,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,30,0.11618341038533128,0.8599,2.706650972366333,configs/FGMRES.json
400,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,50,0.29432027261765686,0.10014,0.534773588180542,configs/FGMRES.json
401,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,50,0.29431951006833146,0.10016,0.5369417667388916,configs/FGMRES.json
402,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,50,0.29431954957692125,0.10016,0.5335788726806641,configs/FGMRES.json
403,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,50,0.29431943874786537,0.1002,0.5354599952697754,configs/FGMRES.json
404,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,50,0.2943200562790527,0.10018,0.5394961833953857,configs/FGMRES.json
405,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,50,0.294288513536366,0.10042,0.5360040664672852,configs/FGMRES.json
406,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,50,0.2942754772659353,0.10046,0.5312726497650146,configs/FGMRES.json
407,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,50,0.2942875096885457,0.10046,0.5337648391723633,configs/FGMRES.json
408,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,50,0.2942806868711828,0.10044,0.5376601219177246,configs/FGMRES.json
409,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,50,0.294277811961617,0.10048,0.5344064235687256,configs/FGMRES.json
410,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,50,0.29421146781797247,0.1009,0.5366058349609375,configs/FGMRES.json
411,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,50,0.2942134030745302,0.10086,0.5367662906646729,configs/FGMRES.json
412,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,50,0.2942011159402319,0.10092,0.5362265110015869,configs/FGMRES.json
413,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,50,0.2942172836767077,0.10088,0.5381991863250732,configs/FGMRES.json
414,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,50,0.29421577550217426,0.10082,0.5335638523101807,configs/FGMRES.json
415,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,50,0.294062830056827,0.10172,0.5394387245178223,configs/FGMRES.json
416,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,50,0.29406680609888586,0.10184,0.5380024909973145,configs/FGMRES.json
417,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,50,0.2940644863483207,0.10176,0.538238525390625,configs/FGMRES.json
418,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,50,0.2940696687822486,0.10176,0.5398650169372559,configs/FGMRES.json
419,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,50,0.2940641333462622,0.10178,0.5376932621002197,configs/FGMRES.json
420,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,50,0.2936467731530463,0.1044,0.5353775024414062,configs/FGMRES.json
421,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,50,0.2936481942739205,0.10444,0.5428297519683838,configs/FGMRES.json
422,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,50,0.2936311445348404,0.10448,0.5426928997039795,configs/FGMRES.json
423,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,50,0.29364426015914835,0.10442,0.5377206802368164,configs/FGMRES.json
424,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,50,0.29365654759154414,0.10428,0.5437047481536865,configs/FGMRES.json
425,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,50,0.29298214137711426,0.1085,0.5471796989440918,configs/FGMRES.json
426,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,50,0.29291784399763704,0.1088,0.545647382736206,configs/FGMRES.json
427,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,50,0.29291697140149997,0.1089,0.5452659130096436,configs/FGMRES.json
428,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,50,0.29296490811596426,0.1087,0.5494580268859863,configs/FGMRES.json
429,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,50,0.2928980819109471,0.10876,0.5444166660308838,configs/FGMRES.json
430,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,50,0.29151676227302603,0.11752,0.5561115741729736,configs/FGMRES.json
431,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,50,0.2915306946962184,0.1173,0.5578882694244385,configs/FGMRES.json
432,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,50,0.2915474325172879,0.11726,0.5574736595153809,configs/FGMRES.json
433,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,50,0.2915040658263582,0.11746,0.5550768375396729,configs/FGMRES.json
434,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,50,0.291528230960286,0.11732,0.5593347549438477,configs/FGMRES.json
435,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,50,0.2805693403145212,0.18378,0.6461291313171387,configs/FGMRES.json
436,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,50,0.2804412045426228,0.18382,0.6419122219085693,configs/FGMRES.json
437,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,50,0.280518255920759,0.18336,0.6418235301971436,configs/FGMRES.json
438,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,50,0.28063046393514685,0.18304,0.6429150104522705,configs/FGMRES.json
439,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,50,0.28064640315294176,0.18324,0.6434078216552734,configs/FGMRES.json
440,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,50,0.26739951408951174,0.25942,0.747643232345581,configs/FGMRES.json
441,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,50,0.26752960963239397,0.25866,0.7470319271087646,configs/FGMRES.json
442,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,50,0.26722793843032216,0.25898,0.7475247383117676,configs/FGMRES.json
443,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,50,0.26729664315427765,0.2605,0.7531633377075195,configs/FGMRES.json
444,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,50,0.2676763964193325,0.25878,0.7503383159637451,configs/FGMRES.json
445,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,50,0.1154703699711462,0.862,2.7097342014312744,configs/FGMRES.json
446,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,50,0.1151980827136873,0.86216,2.710313558578491,configs/FGMRES.json
447,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,50,0.11495787680268635,0.86494,2.9203689098358154,configs/FGMRES.json
448,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,50,0.1155833919753011,0.86352,2.7125864028930664,configs/FGMRES.json
449,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,50,0.11601300203581233,0.86118,2.6848011016845703,configs/FGMRES.json
450,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,100,0.2943207571981262,0.10018,0.5368897914886475,configs/FGMRES.json
451,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,100,0.2943192601588474,0.10018,0.532414436340332,configs/FGMRES.json
452,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,100,0.2943263760005884,0.10014,0.5369410514831543,configs/FGMRES.json
453,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,100,0.29431989386436846,0.10014,0.534733772277832,configs/FGMRES.json
454,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10,100,0.29431977719319835,0.10018,0.5407171249389648,configs/FGMRES.json
455,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,100,0.29428582069571135,0.1004,0.5372507572174072,configs/FGMRES.json
456,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,100,0.29428077274321685,0.10038,0.5382554531097412,configs/FGMRES.json
457,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,100,0.29428291390883027,0.10046,0.532271146774292,configs/FGMRES.json
458,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,100,0.294274348026042,0.10044,0.5370540618896484,configs/FGMRES.json
459,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,25,100,0.29428052982525216,0.10048,0.5348424911499023,configs/FGMRES.json
460,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,100,0.2942121495304977,0.10086,0.5376813411712646,configs/FGMRES.json
461,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,100,0.2942075129489615,0.1008,0.5331943035125732,configs/FGMRES.json
462,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,100,0.2942177685710677,0.10086,0.5360994338989258,configs/FGMRES.json
463,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,100,0.29420772603743717,0.10084,0.5344090461730957,configs/FGMRES.json
464,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,50,100,0.29420058915738206,0.10092,0.53627610206604,configs/FGMRES.json
465,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,100,0.2940731301983123,0.1017,0.5394144058227539,configs/FGMRES.json
466,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,100,0.2940576377287463,0.10178,0.5414018630981445,configs/FGMRES.json
467,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,100,0.2940534947605812,0.1018,0.5371601581573486,configs/FGMRES.json
468,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,100,0.29406424131111103,0.10176,0.5380845069885254,configs/FGMRES.json
469,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100,100,0.29406340564705574,0.10174,0.5387144088745117,configs/FGMRES.json
470,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,100,0.2936531220781171,0.10432,0.5422861576080322,configs/FGMRES.json
471,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,100,0.2936519899885224,0.10448,0.5420081615447998,configs/FGMRES.json
472,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,100,0.29364210998559426,0.10436,0.5401287078857422,configs/FGMRES.json
473,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,100,0.29363072205898016,0.10446,0.538529634475708,configs/FGMRES.json
474,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,250,100,0.29363270210339143,0.1044,0.5415747165679932,configs/FGMRES.json
475,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,100,0.2929312342075275,0.10868,0.5474565029144287,configs/FGMRES.json
476,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,100,0.2929106817257469,0.10862,0.5432438850402832,configs/FGMRES.json
477,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,100,0.29293804084983244,0.10878,0.5478153228759766,configs/FGMRES.json
478,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,100,0.29293649362173124,0.10842,0.543482780456543,configs/FGMRES.json
479,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,500,100,0.29298288534607553,0.10866,0.5471270084381104,configs/FGMRES.json
480,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,100,0.29152738707989573,0.11724,0.5603649616241455,configs/FGMRES.json
481,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,100,0.29155337510777557,0.11746,0.5584490299224854,configs/FGMRES.json
482,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,100,0.2915167924210965,0.11766,0.5562617778778076,configs/FGMRES.json
483,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,100,0.2914780862968935,0.11772,0.5616116523742676,configs/FGMRES.json
484,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,1000,100,0.2915036888437115,0.11732,0.5561549663543701,configs/FGMRES.json
485,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,100,0.28056424231092547,0.18372,0.6437976360321045,configs/FGMRES.json
486,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,100,0.2804813589634347,0.18358,0.6420140266418457,configs/FGMRES.json
487,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,100,0.28056347848865204,0.1835,0.6406652927398682,configs/FGMRES.json
488,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,100,0.2805735219505182,0.18326,0.6432516574859619,configs/FGMRES.json
489,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,5000,100,0.28046198736791245,0.18368,0.6439428329467773,configs/FGMRES.json
490,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,100,0.2675719785181719,0.25846,0.7543890476226807,configs/FGMRES.json
491,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,100,0.2673128439154281,0.25856,0.7530250549316406,configs/FGMRES.json
492,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,100,0.26770190195150956,0.25838,0.747586727142334,configs/FGMRES.json
493,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,100,0.26744547435043253,0.25952,0.7462949752807617,configs/FGMRES.json
494,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,10000,100,0.2674692259457354,0.25886,0.7472302913665771,configs/FGMRES.json
495,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,100,0.11555252351719983,0.86342,2.713153123855591,configs/FGMRES.json
496,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,100,0.11638125253289097,0.86072,2.701232671737671,configs/FGMRES.json
497,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,100,0.11575826339286918,0.8616,2.6993517875671387,configs/FGMRES.json
498,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,100,0.1151777081267713,0.86318,2.7219221591949463,configs/FGMRES.json
499,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.0,100000,100,0.11600755214624892,0.86074,2.70759916305542,configs/FGMRES.json
500,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,2,0.294310355022453,0.10056,11.31135630607605,configs/FGMRES.json
501,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,2,0.294308645843493,0.1006,2.752530336380005,configs/FGMRES.json
502,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,2,0.29428624557212696,0.10062,2.666386365890503,configs/FGMRES.json
503,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,2,0.2943138406090998,0.10034,2.8106815814971924,configs/FGMRES.json
504,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,2,0.2942942231888964,0.1007,2.8633668422698975,configs/FGMRES.json
505,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,2,0.294202880056274,0.1024,2.7647573947906494,configs/FGMRES.json
506,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,2,0.2942061313130367,0.10206,2.9825985431671143,configs/FGMRES.json
507,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,2,0.29423099224793603,0.10136,3.2617504596710205,configs/FGMRES.json
508,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,2,0.29421600158823225,0.1021,2.848775863647461,configs/FGMRES.json
509,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,2,0.29423284410539974,0.10154,3.1276309490203857,configs/FGMRES.json
510,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,2,0.2940465300056858,0.10422,3.176830530166626,configs/FGMRES.json
511,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,2,0.2940878355140041,0.10382,3.2228710651397705,configs/FGMRES.json
512,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,2,0.2940863822646672,0.10378,3.1489205360412598,configs/FGMRES.json
513,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,2,0.29412515805668343,0.10352,3.2442119121551514,configs/FGMRES.json
514,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,2,0.2940562216833788,0.10472,3.3394954204559326,configs/FGMRES.json
515,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100,2,0.2937943793728481,0.10782,3.9357833862304688,configs/FGMRES.json
516,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100,2,0.2938431972479428,0.10694,3.9358577728271484,configs/FGMRES.json
517,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100,2,0.2938131818527966,0.10838,3.4140822887420654,configs/FGMRES.json
518,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100,2,0.29386621219590364,0.10702,3.9892499446868896,configs/FGMRES.json
519,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100,2,0.2938416469314591,0.10786,4.177440166473389,configs/FGMRES.json
520,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,250,2,0.29302474269244294,0.11858,5.753373622894287,configs/FGMRES.json
521,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,250,2,0.29307653270688705,0.118,5.474153518676758,configs/FGMRES.json
522,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,250,2,0.2930095660691416,0.11848,5.45405387878418,configs/FGMRES.json
523,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,250,2,0.2930744510531402,0.11782,5.663263559341431,configs/FGMRES.json
524,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,250,2,0.29303946088644334,0.1183,5.894379377365112,configs/FGMRES.json
525,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,500,2,0.29173051760328855,0.13536,9.54069209098816,configs/FGMRES.json
526,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,500,2,0.291628967926874,0.13668,8.609691858291626,configs/FGMRES.json
527,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,500,2,0.29165140359638236,0.13674,8.61772632598877,configs/FGMRES.json
528,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,500,2,0.29164966527335334,0.13602,8.3550865650177,configs/FGMRES.json
529,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,500,2,0.2916386441326807,0.13564,8.552244901657104,configs/FGMRES.json
530,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,1000,2,0.28895965674896723,0.17014,14.7521812915802,configs/FGMRES.json
531,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,1000,2,0.2888426158612619,0.1699,12.995046854019165,configs/FGMRES.json
532,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,1000,2,0.2891668478648051,0.16932,15.50011396408081,configs/FGMRES.json
533,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,1000,2,0.28887159284525943,0.17414,13.88152265548706,configs/FGMRES.json
534,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,1000,2,0.28884364328015355,0.17088,13.736311197280884,configs/FGMRES.json
535,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,5000,2,0.2695432790920088,0.38046,63.428728342056274,configs/FGMRES.json
536,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,5000,2,0.26964075982810737,0.3805,62.80587577819824,configs/FGMRES.json
537,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,5000,2,0.2698327175249082,0.37136,63.97239065170288,configs/FGMRES.json
538,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,5000,2,0.26985264297877937,0.37174,62.276838541030884,configs/FGMRES.json
539,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,5000,2,0.26976196252572865,0.37212,62.00413656234741,configs/FGMRES.json
540,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10000,2,0.24841473970043637,0.52968,118.18447756767273,configs/FGMRES.json
541,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10000,2,0.24878575232403688,0.52884,118.57415056228638,configs/FGMRES.json
542,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10000,2,0.2487132583800961,0.53328,121.72362112998962,configs/FGMRES.json
543,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10000,2,0.24872870052217425,0.52528,119.24172115325928,configs/FGMRES.json
544,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10000,2,0.2489650068325892,0.52662,122.86479997634888,configs/FGMRES.json
545,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100000,2,0.13171667028989273,0.8361,1180.871064901352,configs/FGMRES.json
546,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100000,2,0.1320137024526055,0.83478,1156.8072454929352,configs/FGMRES.json
547,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100000,2,0.13216774916619328,0.83604,1172.6736903190613,configs/FGMRES.json
548,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100000,2,0.1324021665776605,0.83412,1171.9155349731445,configs/FGMRES.json
549,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100000,2,0.13266605929960112,0.83456,1172.9294023513794,configs/FGMRES.json
550,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,3,0.29426105488190146,0.34542,3.065056085586548,configs/FGMRES.json
551,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,3,0.2942462615783735,0.31032,3.044137716293335,configs/FGMRES.json
552,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,3,0.2942577127416951,0.35,3.110211133956909,configs/FGMRES.json
553,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,3,0.2942881049289019,0.3059,3.101245880126953,configs/FGMRES.json
554,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,10,3,0.29428868674683994,0.30332,3.031217575073242,configs/FGMRES.json
555,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,3,0.29413165910361244,0.36238,3.032313346862793,configs/FGMRES.json
556,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,3,0.2941122161827833,0.39256,3.0979552268981934,configs/FGMRES.json
557,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,3,0.29407092669976087,0.36582,3.002256155014038,configs/FGMRES.json
558,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,3,0.2940804960427029,0.40052,3.062823534011841,configs/FGMRES.json
559,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,25,3,0.29407185540403047,0.36882,3.0292701721191406,configs/FGMRES.json
560,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,3,0.2938256318762405,0.42492,3.138528823852539,configs/FGMRES.json
561,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,3,0.2938898418887362,0.39952,3.153345823287964,configs/FGMRES.json
562,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,3,0.2938931316494626,0.43032,3.090705394744873,configs/FGMRES.json
563,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,3,0.2939263560532109,0.42148,3.2155213356018066,configs/FGMRES.json
564,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,50,3,0.29389700712943195,0.43078,3.0716729164123535,configs/FGMRES.json
565,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.001,100,3,0.29342764037034363,0.43996,3.1303904056549072,configs/FGMRES.json
