,dataset,prob_labels,n_data,dim_reduction_technique,dimension,metric,k,n_samples,Accuracy,RMSE,KL,MAE,TV
136,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.89058,0.12541191556885817,inf,0.03129209411971817,0.15415880797837436
137,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.8929,0.12399507012184252,inf,0.03377555582058799,0.16607259239417374
138,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.8836,0.12552878099226447,inf,0.031379182889418857,0.15442599139762359
139,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.89578,0.12046176079544664,inf,0.029543431715012485,0.14550796702263527
140,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.90344,0.1146756574382261,inf,0.02704861172319279,0.13309118172705284
141,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.89928,0.11616229786865936,inf,0.027749527671929897,0.13658715570600852
142,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.9009,0.11458004105890725,inf,0.026336173185333524,0.1296948480944728
143,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.90234,0.11495598757403958,inf,0.027289787345612843,0.13436992264114198
144,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.90264,0.11580325525263117,inf,0.027181038175660404,0.13382496628681237
145,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.90314,0.11555378218360932,inf,0.027109162927129483,0.13344556707752792
146,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.90172,0.11514469259036711,inf,0.027134988722525167,0.13360167291477906
147,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.90234,0.11502473648483158,inf,0.027090814167473592,0.1333000324998857
148,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.90028,0.11563895676712846,inf,0.02745236048223109,0.13507519108561541
149,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,5000,0.90002,0.11595463455140416,inf,0.027579976157182523,0.1356905523346215
150,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.5398,0.23425717149363945,inf,0.11055838390038872,0.5476187598133784
151,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.55462,0.2276010662488744,inf,0.11586480876200914,0.5734115849486409
152,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.53736,0.23059063478017125,inf,0.11432637377548183,0.5665016899204112
153,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.46582,0.23789927449561904,inf,0.11091688305288663,0.5493432734673814
154,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.4528,0.22635047752169607,inf,0.10694154431651863,0.5304612754815773
155,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.53502,0.22828078223088788,inf,0.1123572997841978,0.5562123663256291
156,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.46276,0.2414380140873901,inf,0.11611536014993462,0.5751225911000376
157,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.70634,0.21628982407508562,inf,0.10949396413557036,0.5416142411889742
158,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.56812,0.227497391813741,inf,0.10922852565339994,0.5402677919841834
159,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,50,0.55104,0.22598347700108898,inf,0.10587206658574817,0.5255708083416752
160,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.89438,0.11738822070787261,inf,0.030489094133325734,0.14998860339844844
161,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.88966,0.11916215577213915,inf,0.03157580774394536,0.15555794303106243
162,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.8943,0.12031143078857572,inf,0.033384129701796855,0.16406080691468716
163,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.89594,0.12087312128788334,inf,0.03183578828379402,0.156806650055471
164,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.8975,0.11731181204417958,inf,0.030488563104634235,0.1499953385559805
165,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.88736,0.12004778754122643,inf,0.03281965459469045,0.16168521539971
166,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.8922,0.11925812595881405,inf,0.030581305811677763,0.15050137505239092
167,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.89422,0.11832453004649682,inf,0.02943705128498127,0.14507047200947662
168,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.89554,0.11864863268163055,inf,0.03203982933956413,0.15736347263927505
169,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,500,0.89514,0.11991015028558108,inf,0.03218489220432104,0.1581223563084529
170,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90492,0.11135413288924885,inf,0.027847970132282702,0.136876588362074
171,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90398,0.11116127797531354,inf,0.027829073645648517,0.13682270855036233
172,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90374,0.11185570273801267,inf,0.02801929146068923,0.13769061698527027
173,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90196,0.11221380530828265,inf,0.02784275407051941,0.1367996045180422
174,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90404,0.11186138779290884,inf,0.028202690229639626,0.13855703198612862
175,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90282,0.11158276008170012,inf,0.026990740975879425,0.1325741084770546
176,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90222,0.11225002174682339,inf,0.02820181508076496,0.13861578437862906
177,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90252,0.11176796860560603,inf,0.02806234512594678,0.13793856341176858
178,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90422,0.11152818255707656,inf,0.02728076408100392,0.13404139609777693
179,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,10,5000,0.90204,0.11249328079224266,inf,0.028630943120758263,0.14065657712454893
180,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.27354,0.27103920383380486,inf,0.14991045539198683,0.7416170600699985
181,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.28862,0.2665814680072501,inf,0.14868490715768917,0.7368257079169959
182,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.29646,0.27195221203239933,inf,0.14940614745217415,0.7401366209072444
183,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.35216,0.2703376039624772,inf,0.14912732564422687,0.7379840124122252
184,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.22616,0.27934573020612624,inf,0.15020888606142185,0.7432907676564099
185,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.29524,0.26841011308342944,inf,0.14963717484338737,0.74102214216724
186,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.22788,0.2693334100132379,inf,0.14961317392429613,0.7418418314392659
187,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.2839,0.2693635288480167,inf,0.14861110399760977,0.7354450223893783
188,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.2856,0.276993318716955,inf,0.1497038992096226,0.7420784439731362
189,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,50,0.30566,0.27046030069539956,inf,0.14924621125583554,0.7381036985957765
190,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.89444,0.11690580845475047,inf,0.031360553208006,0.15436654185965598
191,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.89128,0.11971833687661064,inf,0.03154319338577058,0.15505136989129928
192,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.89676,0.11678023671844721,inf,0.03274082500265244,0.16072227347540477
193,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.89352,0.11677722400053073,inf,0.032179064756995016,0.1581295559504909
194,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.89356,0.1175087201313613,inf,0.031335574077625,0.15399447893006352
195,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.88742,0.11992394762000265,inf,0.03467294994548561,0.1704091207586029
196,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.89104,0.118135262584486,inf,0.033135277563767114,0.16297162144286828
197,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.89466,0.11624037129079286,inf,0.029712186777042855,0.14598107175133074
198,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.89322,0.11681971980139974,inf,0.030883801176516144,0.15187114614547836
199,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,500,0.89112,0.11799017996930741,inf,0.032745786441156895,0.16082587408254548
200,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.90058,0.11154021129309308,inf,0.028924446356961776,0.14196574887741958
201,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.9024,0.11112829661771875,inf,0.028801938744352017,0.1414652944590447
202,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.90276,0.11047328947314516,inf,0.02835833021245853,0.1393169755453782
203,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.90262,0.11048505409180387,inf,0.027694361864763994,0.13611139215084025
204,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.9023,0.11120639428920073,inf,0.027861657342700165,0.13698659129931853
205,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.9023,0.11085490074384534,inf,0.028260571667576388,0.13881778963756863
206,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.90368,0.11060037288111277,inf,0.027991081680485592,0.1375052828152654
207,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.9031,0.1105058693963656,inf,0.0290490272852724,0.14264087466869652
208,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.90174,0.1109750239744162,inf,0.028421197709085917,0.13959122539854008
209,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,20,5000,0.90202,0.11172927418215291,inf,0.02947853946521863,0.14487236533542341
210,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.10174,0.29779105277575185,2.342041921239947,0.17735476483795626,0.8768566915274032
211,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.1005,0.29604160881636343,2.289406159345123,0.1773761911483755,0.8766981393588175
212,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.10174,0.2955314220090567,2.2743354832929397,0.17733584548033282,0.8767348226448153
213,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.0981,0.29594546197746063,2.311451616958244,0.1772856988161117,0.8767839365230322
214,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.10034,0.29695929593838627,2.3567868011545405,0.1773408518523611,0.8767216832061877
215,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.10386,0.29746154061989677,2.3291487155754544,0.17718148528554842,0.8766145835574868
216,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.10386,0.2962188372336173,2.3090475956210237,0.17715500884610536,0.8764663758381679
217,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.10386,0.29656881132812185,2.3135370180546992,0.17732886669944453,0.8766888105555896
218,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.10042,0.297383129165777,2.341591648767047,0.17720197243235497,0.8764501470108949
219,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,50,0.1001,0.29561336962790985,2.2885292478737833,0.1773751422765612,0.8770079314204505
220,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.8878,0.12806358099304355,inf,0.04845420044561157,0.23878623744576571
221,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.89088,0.13007709533848905,inf,0.049340261193948375,0.24349391948036686
222,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.8898,0.12643003387256269,inf,0.04811048227805725,0.2369848885557705
223,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.87972,0.13008211038019785,inf,0.048396015771971924,0.23837188942917104
224,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.88176,0.12703648244171267,inf,0.0470770258628897,0.2318615486837977
225,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.88552,0.1290174999323363,inf,0.04962906585474335,0.24473164186952093
226,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.88098,0.12776540242342774,inf,0.045500782502886014,0.22418428087790612
227,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.88906,0.12388245753315086,inf,0.04512174579551936,0.22199823326956233
228,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.88392,0.1287622998032996,inf,0.04942060576573191,0.2435682963188478
229,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,500,0.88932,0.12889408159045773,inf,0.050180910241066454,0.24739887777479605
230,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.89986,0.11160494712664888,inf,0.029366585912206273,0.1441576261037938
231,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.90094,0.11145602981214994,inf,0.029721690372279213,0.14595852443552312
232,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.89842,0.11176710656254948,inf,0.029620178143242498,0.14549449576394657
233,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.90004,0.11155907331546984,inf,0.029504282919096635,0.14495232179294817
234,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.90022,0.11160609981991054,inf,0.0294855872579105,0.14486676715995614
235,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.8996,0.11137515166406671,inf,0.03024342224346808,0.14851867135571306
236,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.9011,0.11151093579235274,inf,0.028859894498728094,0.14184281268621304
237,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.90022,0.1116875021648133,inf,0.03014852852493675,0.1481152487843479
238,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.9009,0.11138659838969286,inf,0.02953842304199179,0.14510508317592613
239,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,50,5000,0.89692,0.11270022026144644,inf,0.029333070690966988,0.14403573037017256
240,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.2914,0.2826455738990009,,0.15491155466310266,0.7586873753073995
241,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.1033,0.2875866018312695,,0.15655361817661295,0.7600103158117406
242,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.1921,0.3000927020167934,,0.1579338638218645,0.7679055426891706
243,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.2913,0.2811638791497891,,0.15511197254223835,0.7593353322628965
244,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.1941,0.28733574500060743,,0.15627693646912347,0.7592984817383824
245,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.2062,0.30732366149682155,,0.16022229889187117,0.7822880170979275
246,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.1954,0.287591939919641,,0.15502544848497887,0.7594845346201542
247,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.1209,0.31387628920159755,,0.16111477115421077,0.7865387499012715
248,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.1962,0.307973428889794,,0.16193196758318162,0.781604987813469
249,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,10,0.1969,0.29493155611731126,,0.1565300167091238,0.7609111112448665
250,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.8832,0.12652309176789842,,0.0408258626670022,0.19809910537537567
251,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.8814,0.12336147520839039,,0.032364914733404096,0.15746759099714042
252,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.8116,0.13892628018041175,,0.04566987458511024,0.2206398796897753
253,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.885,0.12555678517064214,,0.03889669406034812,0.1882419994826249
254,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.8742,0.1276760734535168,,0.034672117462449976,0.16694692205602513
255,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.872,0.1321638308822724,,0.04030260231038302,0.1936456409220512
256,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.813,0.14177387939780778,,0.04066715584956414,0.19834970408119912
257,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.8684,0.12747572505483165,,0.03946953374632327,0.19129836511696643
258,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.868,0.13299180699538451,,0.04078470560588977,0.19862414167725806
259,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,100,0.8683,0.12636387553462916,,0.03873898942381198,0.1876668309227696
260,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.8876,0.11850539491104226,,0.03225422112102171,0.15629293862610502
261,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.8796,0.12142936544389601,,0.034260226391269535,0.1662818907453839
262,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.8949,0.11554217651432568,,0.03255014962241217,0.15788973917156585
263,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.8909,0.11654810130825846,,0.03173082366957374,0.15361326692185873
264,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.8869,0.12030079320125639,,0.034123897480904095,0.16589553262100834
265,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.8954,0.1153830278310057,,0.033400229296710264,0.16225578811649588
266,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.8947,0.11908478892374519,,0.032751291844201384,0.1594464688199906
267,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.8925,0.11689842734796593,,0.03213000014224667,0.15582476146810165
268,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.889,0.11704350308904887,,0.03091339017404705,0.14962944854155977
269,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,5,1000,0.8888,0.12127157332120328,,0.03361722797693214,0.1626467156217123
270,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.0999,0.29389433801112574,,0.17423294609745058,0.8545203210470772
271,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.0995,0.3012296011634371,,0.17584845263183338,0.8552093222308785
272,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.1004,0.29042923222887196,,0.1732101378024953,0.8544530760376688
273,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.1004,0.3060310280500142,,0.17529077801429643,0.8546776836661715
274,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.0995,0.29757719658657333,,0.1740717305115115,0.8549722718560617
275,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.0995,0.30099952852965556,,0.174833726981345,0.8552294120249014
276,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.1015,0.3171521268738621,,0.17625874698884658,0.8544698438986327
277,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.0995,0.2942964361652174,,0.17386530974081432,0.8548758739151041
278,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.1003,0.30853242361097066,,0.17520493928531303,0.8551672764458069
279,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,10,0.1005,0.2936388312309443,,0.17418958357256,0.8542492714690457
280,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8752,0.13359358081127726,,0.05374669970943043,0.26082124744405066
281,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8063,0.14482833510240675,,0.05818046638073508,0.28220252917652994
282,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8675,0.14902305111374237,,0.05963603740049889,0.28944846570620314
283,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8846,0.13645614587968719,,0.056275800544359,0.2731186582252647
284,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8687,0.14694917239552802,,0.0566537570408671,0.27504399219823233
285,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8875,0.1424139515529229,,0.052351247453411465,0.2550635224936382
286,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8659,0.15702242423509621,,0.06682420737397202,0.32424253349520676
287,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.883,0.1266473504313511,,0.046006021041918393,0.22365811341003342
288,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.8747,0.14602397981535892,,0.0639656780546396,0.3099203762206325
289,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,100,0.7827,0.14835751803042602,,0.057891066653092814,0.28158193385734415
290,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,1000,0.889,0.11580567681703187,,0.03441442342769528,0.1660159454737949
291,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,1000,0.8912,0.11426585012573405,,0.034364835604117364,0.16477894961363515
292,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,euclidean,10,1000,0.8935,0.11335152391267497,,0.031327151142613634,0.15061896019275078
