,dataset,prob_labels,n_data,dim_reduction_technique,dimension,metric,k,n_samples,Accuracy,RMSE,KL,MAE,TV
67,TwoMoons,prob_label,10000,NONE,2,euclidean,20,10,,,,,
68,TwoMoons,prob_label,10000,NONE,2,euclidean,20,10,,,,,
69,TwoMoons,prob_label,10000,NONE,2,euclidean,20,10,,,,,
70,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.975,0.1778487827003991,,0.09744399505908738,0.09744399505908936
71,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.9918,0.1331321251723812,,0.07574935351443103,0.07574935351443197
72,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.9817,0.17815570926546614,,0.1271368479844776,0.12713684798447988
73,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.9678,0.1715192853113813,,0.09948823290611039,0.09948823290611564
74,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.9776,0.14958195574583907,,0.07739862268918449,0.07739862268918568
75,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.9712,0.1813395441602982,inf,0.12207832187943678,0.12207832187943618
76,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.9506,0.18386359730230248,,0.1016037871229453,0.1016037871229493
77,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.9649,0.1792962711564421,,0.10747012021441751,0.1074701202144194
78,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.9935,0.15995703560529276,inf,0.11349051678194522,0.11349051678194755
79,TwoMoons,prob_label,10000,NONE,2,euclidean,20,100,0.9763,0.13768612437194372,,0.0790381511374975,0.07903815113749918
80,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9994,0.01767136559380242,,0.004778926055828376,0.004778926055828376
81,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9993,0.017364148557102894,,0.003382029359692958,0.003382029359692958
82,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9995,0.017429106166418802,,0.0031684437223102723,0.0031684437223102693
83,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9994,0.01490059713518782,,0.003092694965406118,0.0030926949654061114
84,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9993,0.015993635335310313,,0.003612396892325846,0.003612396892325839
85,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9992,0.016894533731112153,,0.0028884424296022637,0.0028884424296022593
86,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9992,0.017329306123432964,,0.0031962239637236332,0.0031962239637236298
87,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9994,0.014634710024954221,,0.0026815741046267282,0.0026815741046267295
88,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9992,0.017337272031490658,,0.002905001835113696,0.0029050018351136947
89,TwoMoons,prob_label,10000,NONE,2,euclidean,20,1000,0.9994,0.019324619435704255,,0.0038107279501124695,0.003810727950112461
90,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
91,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
92,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
93,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
94,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
95,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
96,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
97,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
98,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
99,TwoMoons,prob_label,10000,NONE,2,euclidean,50,10,,,,,
100,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.8306,0.36074383739349825,0.4217573127136681,0.32539139832421027,0.3253913983242182
101,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.8338,0.36427895324553194,0.4309391893363747,0.331828710263804,0.33182871026381533
102,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.798,0.36744867722847685,0.43093591836920603,0.32311725690852855,0.32311725690854043
103,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.8632,0.37027789836326597,0.44492363979230787,0.3494487230257598,0.34944872302575414
104,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.8215,0.3688447691280603,0.43941388619002547,0.33787972749677314,0.33787972749677564
105,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.7871,0.38503583580562845,0.46346404092435367,0.3491791645838952,0.3491791645838884
106,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.8364,0.3762309969710329,0.4471072067077168,0.3439174737844964,0.3439174737844918
107,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.7964,0.4055222201446195,0.5014880654014809,0.38214763486799375,0.3821476348679928
108,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.8134,0.3556743210160631,0.3998967822184095,0.2879995551958796,0.2879995551958946
109,TwoMoons,prob_label,10000,NONE,2,euclidean,50,100,0.8288,0.3541399406601169,0.40760904642959905,0.31485089586627946,0.31485089586629095
110,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9989,0.02685720345380686,,0.006289121914138623,0.006289121914138644
111,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9989,0.026374682487405335,,0.004858749765234045,0.004858749765234035
112,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9988,0.026054300993841338,,0.004627118333501468,0.004627118333501455
113,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9988,0.02412374814004873,,0.0045828070424328805,0.004582807042432859
114,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9977,0.03581900102542177,,0.00617785960923653,0.006177859609236522
115,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9978,0.03450466472319684,,0.006070099530884672,0.006070099530884673
116,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9984,0.027851421768479902,,0.004860176380090977,0.004860176380090975
117,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9986,0.029553165708296074,,0.006111619211043319,0.006111619211043342
118,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9984,0.03021203135752682,,0.005889872384213682,0.005889872384213692
119,TwoMoons,prob_label,10000,NONE,2,euclidean,50,1000,0.9988,0.02578919498989664,,0.00450973982426253,0.004509739824262539
120,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.81506,0.1710696750780455,inf,0.060164759441735084,0.2976045646543995
121,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.78276,0.17757873047207057,inf,0.0670726547922241,0.33203938700834684
122,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.89086,0.14296637568597975,inf,0.04814095127337548,0.2380829815438688
123,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.79644,0.16819351637610894,inf,0.06224220639819653,0.30852749609058094
124,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.51488,0.22568218545664825,inf,0.08034008385862149,0.39973117001375
125,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.88392,0.14054472365942164,inf,0.04544006929951248,0.22539455805976846
126,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.69244,0.18009201401098965,inf,0.07146214886751251,0.353880887198699
127,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.7935,0.1717449527391573,inf,0.05446975665892628,0.26990094720247126
128,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.80726,0.1712515623933602,inf,0.06797576082592331,0.3366147179545468
129,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,50,0.79326,0.17092805924533847,inf,0.071512578583232,0.352870960162396
130,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.88832,0.1235666661829576,inf,0.03256644558295663,0.16022228190344184
131,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.88822,0.1251482928579447,inf,0.03152936386476072,0.15551605112750555
132,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.89004,0.1258885581241191,inf,0.031250921873631064,0.15395405938944065
133,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.89828,0.12302761747326962,inf,0.031389038938783934,0.15435230397569982
134,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.89344,0.12247166111145251,inf,0.030695924715563545,0.15128132956236137
135,CIFAR10,prob_label_effnetb0,50000,CLIP+UMAP,20,euclidean,5,500,0.89608,0.12022358459787112,inf,0.027868838997261454,0.137479029990412
