,dataset,n_data,dim_reduction_technique,dimension,prob_labels,alpha,n_samples,k,RMSE,Accuracy,KL,MAE,TV,runtime,config
341,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,100,20,0.16217625872564873,0.8505,0.7688385827480757,0.05675159207832083,0.27586283077597407,0.8325784206390381,configs/FGMRES.json
342,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,100,20,0.20565723778887,0.7468,1.1312591230286964,0.08016127618604146,0.39383982883889523,0.8138461112976074,configs/FGMRES.json
343,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,100,20,0.17536016944704297,0.8101,0.8760856549146913,0.06594168563356209,0.3219688434172922,0.7675654888153076,configs/FGMRES.json
344,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,100,20,0.14686707589246722,0.8642,0.6419254301950476,0.05142487390161188,0.2500658857826603,0.8217382431030273,configs/FGMRES.json
345,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,100,20,0.17655725438353184,0.8176,0.9037704283182706,0.06264032835225493,0.3051598558942951,0.9057309627532959,configs/FGMRES.json
346,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,100,20,0.19353126040676466,0.7802,1.0386255370081756,0.07692049637527257,0.37628105142927054,0.7853207588195801,configs/FGMRES.json
347,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,100,20,0.15659373712853053,0.8651,0.7323434513039905,0.056012290649728444,0.2726037595947186,0.7631814479827881,configs/FGMRES.json
348,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,100,20,0.16815518180723316,0.8473,0.873619171729641,0.06191020892634312,0.3016894788607459,0.7918548583984375,configs/FGMRES.json
349,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,100,20,0.16901002094238599,0.8293,0.8065426918714756,0.060593038975461866,0.2960555134243256,0.7632904052734375,configs/FGMRES.json
350,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.12127604353919316,0.881,0.5212784169727042,0.030626743764099774,0.14852052897679582,2.8245749473571777,configs/FGMRES.json
351,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.12125563346210948,0.8803,0.5512040303912512,0.03157378983901217,0.15299367974774172,2.8855974674224854,configs/FGMRES.json
352,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.11998656703526886,0.8823,0.5275099056661594,0.030759789142453225,0.1489870195163045,2.834132432937622,configs/FGMRES.json
353,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.12380188381007835,0.8783,0.5500803555786864,0.03317332965832206,0.16074830681032845,2.850705862045288,configs/FGMRES.json
354,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.11546005689542756,0.8942,0.5062884840382897,0.029724516875645514,0.14381117097646715,2.8468310832977295,configs/FGMRES.json
355,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.12189202285705474,0.8806,0.5321059148537277,0.032094867346667603,0.15562625751476045,2.956834554672241,configs/FGMRES.json
356,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.12008617377038537,0.8847,0.5262079023189494,0.030674802820949094,0.14855154638641954,2.867352247238159,configs/FGMRES.json
357,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.12232681955810025,0.8776,0.5176117710109612,0.0327230299314107,0.15797104180201962,2.88329815864563,configs/FGMRES.json
358,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.11969563841177237,0.8853,0.5305407023025928,0.03095752451898438,0.1502104789197665,2.87894868850708,configs/FGMRES.json
359,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.5,1000,20,0.1255774030594248,0.8732,0.5472507518644947,0.0323711688580015,0.15666514386033556,2.8636279106140137,configs/FGMRES.json
360,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.2307613841808831,0.43,1.530332824342832,0.11377906742247461,0.5605714025952899,0.5864284038543701,configs/FGMRES.json
361,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.20069943524435416,0.5444,1.2259953474568015,0.09908481641592448,0.4871879776081259,0.5615286827087402,configs/FGMRES.json
362,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.24496085389944855,0.3965,1.724538087602838,0.1246983782409283,0.6124888728733504,0.5750856399536133,configs/FGMRES.json
363,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.21742539791476054,0.6352,1.2764295489186266,0.10078190791503468,0.49581300838811176,0.5547053813934326,configs/FGMRES.json
364,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.23991629178044344,0.443,1.7011562606935309,0.11552073278108199,0.5698054728652603,0.5613017082214355,configs/FGMRES.json
365,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.2715204067921325,0.2825,2.1673550177819494,0.13280603965272322,0.6557583386790063,0.5936775207519531,configs/FGMRES.json
366,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.2227993172607249,0.4985,1.417383317466281,0.10557756549383177,0.5201954280825996,0.6153314113616943,configs/FGMRES.json
367,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.24759203317055892,0.4588,1.7182752757873931,0.11551015052003315,0.5687998028978427,0.6152369976043701,configs/FGMRES.json
368,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.18118753405282867,0.6432,1.0627095073703352,0.07989374982397887,0.39167435330114914,0.653569221496582,configs/FGMRES.json
369,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,10,20,0.221009457208981,0.5175,1.5061748674569322,0.10315479051434337,0.5074955578280462,0.6121563911437988,configs/FGMRES.json
370,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.12692880425184777,0.8654,0.5625048870377793,0.03301376728679109,0.15992224608179376,0.8323667049407959,configs/FGMRES.json
371,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.13818424756366335,0.8378,0.6240587767130602,0.03947212068386783,0.19147786461815053,0.8552730083465576,configs/FGMRES.json
372,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.13549079517436433,0.8589,0.651420931550219,0.03516762192354349,0.17068700793787098,0.8533706665039062,configs/FGMRES.json
373,CIFAR10-H,10000,CLIP+UMAP,20,prob_label,0.9,100,20,0.14953636954186825,0.8068,0.7569676968152396,0.04555980437635627,0.22107207638957485,0.8237721920013428,configs/FGMRES.json
