,dataset,n_data,dim_reduction_technique,dimension,prob_labels,alpha,n_samples,k,RMSE,Accuracy,KL,MAE,TV,runtime,config
138,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,20,0.2577555839836294,0.8332,1.706581922071635,0.14212264022562418,0.7027786578642761,4.387234926223755,configs/FGMRES.json
139,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,50,20,0.2559070285450607,0.7967,1.685608469608329,0.1405113035259653,0.6951944139982762,4.422605037689209,configs/FGMRES.json
140,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,20,0.1525059354836657,0.86176,0.6630360931145604,0.047892011224894046,0.23675062517435785,6.570397138595581,configs/FGMRES.json
141,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,20,0.15326026691067268,0.85174,0.6537854737046279,0.04888449825031506,0.24131602445387174,6.599299669265747,configs/FGMRES.json
142,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,20,0.14692466603697357,0.8672,0.6211724841797907,0.04573120716757071,0.22600186752203363,6.59932541847229,configs/FGMRES.json
143,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,20,0.1525112529135838,0.8605,0.6560350752305272,0.04878113003903477,0.24084260931982243,6.61272120475769,configs/FGMRES.json
144,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,500,20,0.15627636604827905,0.85312,0.6846541486369858,0.04960102722819276,0.2450336258370327,6.591098070144653,configs/FGMRES.json
145,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11481458566771385,0.90034,0.43612825547879985,0.02594728368258454,0.12779246819591086,28.48370671272278,configs/FGMRES.json
146,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11572716596571028,0.89652,0.4286978522488835,0.02660505669937909,0.1310589596990273,28.43585515022278,configs/FGMRES.json
147,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11632392026352896,0.89594,0.4336769741731017,0.02654356106195485,0.1308093848579938,28.675792694091797,configs/FGMRES.json
148,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11542995084219507,0.89868,0.43286305600549474,0.026045525988095158,0.1284010845525539,28.47190260887146,configs/FGMRES.json
149,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11540238810077766,0.8963,0.4329148626869378,0.025857525177139552,0.12747788484871292,28.366257190704346,configs/FGMRES.json
150,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,50,20,0.1749664833176815,0.84142,0.8402481710225974,0.0625612659245003,0.30965669312287136,4.45461106300354,configs/FGMRES.json
151,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,50,20,0.17647041985927645,0.80158,0.8144275778431374,0.06629833741010696,0.3283366859447599,4.448571681976318,configs/FGMRES.json
152,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,50,20,0.18259630168991045,0.84506,0.8541415560089418,0.07348116046808935,0.3632010003158014,4.490809917449951,configs/FGMRES.json
153,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,50,20,0.16792838777335337,0.87292,0.8127975217420532,0.06309598306246281,0.31179630818615767,4.443376541137695,configs/FGMRES.json
154,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,50,20,0.1652636646265894,0.8665,0.7615647027843322,0.059307536763202814,0.2933008686588586,4.46264386177063,configs/FGMRES.json
155,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,500,20,0.1264904101166952,0.88006,0.5015317342378521,0.03147204748631857,0.1552259947221105,7.434455394744873,configs/FGMRES.json
156,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,500,20,0.12686430579316296,0.8794,0.5155011017474391,0.03070547153542997,0.15151395704826798,7.237213373184204,configs/FGMRES.json
157,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,500,20,0.12437072643753058,0.88256,0.5066453423385366,0.030207106604944366,0.14910276182418966,7.25564980506897,configs/FGMRES.json
158,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,500,20,0.13004822418849726,0.8712,0.5291895505691068,0.033447265810264366,0.16492485940407522,7.231575012207031,configs/FGMRES.json
159,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,500,20,0.12503655970826086,0.88106,0.5145196569099689,0.030628337922692466,0.15125112399520627,7.402032136917114,configs/FGMRES.json
160,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10613540339788521,0.91134,0.34180118569586104,0.02835478823337717,0.1393392625889696,34.833096504211426,configs/FGMRES.json
161,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10655167728751809,0.91042,0.3477870505651747,0.027072279591763077,0.13303890515352026,34.845839500427246,configs/FGMRES.json
162,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10735545464352067,0.9106,0.36537790742138515,0.027317101694055178,0.13415615617618462,34.891947746276855,configs/FGMRES.json
163,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10633330896915774,0.91174,0.3439523351028899,0.027993085457494953,0.1375038398158119,34.82989263534546,configs/FGMRES.json
164,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10663300587120647,0.91056,0.34503712550073723,0.02857271175649718,0.14043067381266605,34.86089301109314,configs/FGMRES.json
165,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,50,20,0.15177973687332824,0.79102,0.7957271096175808,0.050430758150133245,0.24814773108862828,4.5536839962005615,configs/FGMRES.json
166,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,50,20,0.1279376134552806,0.88354,0.5652585925843645,0.03369110944378724,0.16598092730112018,4.753746747970581,configs/FGMRES.json
167,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,50,20,0.12654003149752602,0.87926,0.5177781034733073,0.034923587877537986,0.17192618047033165,4.548730373382568,configs/FGMRES.json
168,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,50,20,0.14186691302347582,0.829,0.6313766015311484,0.04685330413646534,0.23077028358880508,4.531234979629517,configs/FGMRES.json
169,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,50,20,0.1449707464527615,0.82216,0.602242088659214,0.0422133779113771,0.20800829514180613,4.516927003860474,configs/FGMRES.json
170,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,500,20,0.1173665719333307,0.8979,0.471431226982691,0.035370483789833866,0.17386725108270457,7.857039451599121,configs/FGMRES.json
171,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11838866924367993,0.89412,0.49149636139352026,0.03341327802202907,0.16453798240612436,7.898595333099365,configs/FGMRES.json
172,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11563001263965948,0.90018,0.4197127699448292,0.035359002448360474,0.1737981604374861,7.879477500915527,configs/FGMRES.json
173,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11885590350700466,0.89504,0.4680956374032909,0.036453801361321106,0.1793490010832273,7.818375587463379,configs/FGMRES.json
174,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11693419447038982,0.8977,0.44882388193268524,0.03603042687114905,0.17726400357769892,7.8522865772247314,configs/FGMRES.json
175,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11140990874278112,0.89794,0.35086382184906617,0.033066946769068135,0.1626685944615062,40.72571849822998,configs/FGMRES.json
176,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11121476813270317,0.8987,0.34986084071531726,0.03330632022976913,0.16383927317242192,40.63643217086792,configs/FGMRES.json
177,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11101692035393858,0.90006,0.3467017429426628,0.03361685889219882,0.1653158084647349,40.07075905799866,configs/FGMRES.json
178,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11096619288913401,0.8988,0.34464387014713344,0.03320406917250385,0.1633013298484493,40.814409255981445,configs/FGMRES.json
179,CIFAR10,50000,CLIP+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11121679344183852,0.8988,0.34932016988716436,0.033097802537094365,0.16280479187185204,41.12553095817566,configs/FGMRES.json
180,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,50,20,0.25953616842580834,0.77084,1.7298598541052508,0.1438605452251256,0.7113069769233002,4.49583625793457,configs/FGMRES.json
181,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,50,20,0.25903280525429906,0.7677,1.708500656810685,0.14365933887211635,0.7103968059521145,4.483476638793945,configs/FGMRES.json
182,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,50,20,0.26783653177115435,0.75266,1.825250940989643,0.1491588648964997,0.7383005790322905,4.479977369308472,configs/FGMRES.json
183,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,50,20,0.25224665527314377,0.86148,1.6162217191715282,0.13957258568628295,0.6899149589299484,4.524426698684692,configs/FGMRES.json
184,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,50,20,0.2623145378811113,0.73334,1.7754880328128166,0.14630312094364467,0.7235162892280943,4.478444576263428,configs/FGMRES.json
185,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,500,20,0.15534852247396572,0.85562,0.6592507295260331,0.050311025250916644,0.2488208228905626,6.740101099014282,configs/FGMRES.json
186,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,500,20,0.16182607274440286,0.8454,0.7275064402466187,0.05257066940038074,0.2600219067955135,6.746270418167114,configs/FGMRES.json
187,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,500,20,0.1611572478565133,0.8462,0.7197256801527048,0.0522495676295713,0.25852640147203326,6.717129230499268,configs/FGMRES.json
188,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,500,20,0.15983712830205682,0.84346,0.6979810248072178,0.05033858449226501,0.24873768324587087,6.700850009918213,configs/FGMRES.json
189,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,500,20,0.15126818675392997,0.86518,0.6481716883325581,0.04832084413813224,0.23885068005362653,6.698211669921875,configs/FGMRES.json
190,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11824484499067864,0.89698,0.44347040257014947,0.025951932874603078,0.1281870287025195,28.860347986221313,configs/FGMRES.json
191,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11937779493707304,0.89596,0.4505705228289594,0.026842462040833227,0.13251407274875437,28.87459635734558,configs/FGMRES.json
192,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.117380149680068,0.89848,0.44645929730739625,0.02569856213178523,0.12688092712483526,28.925851583480835,configs/FGMRES.json
193,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11895715846428867,0.89438,0.43412857354557344,0.027036224231656154,0.13342779221402432,28.69399857521057,configs/FGMRES.json
194,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11768435967733273,0.89786,0.4353542180050809,0.026554711227377896,0.13099946179075253,28.921376943588257,configs/FGMRES.json
195,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,50,20,0.15912623280787608,0.8515,0.7489650642332971,0.05674589160047274,0.28068896724582215,4.56944727897644,configs/FGMRES.json
196,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,50,20,0.165949331671035,0.85616,0.7809049951823948,0.06352370755255174,0.3141621845115402,4.573664665222168,configs/FGMRES.json
197,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,50,20,0.1662167449724276,0.83752,0.7727827502016428,0.06471919418109658,0.3196717103645491,4.578129291534424,configs/FGMRES.json
198,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,50,20,0.1764610082178768,0.80332,0.8701617766299302,0.06864529524337054,0.339554019428444,4.611844778060913,configs/FGMRES.json
199,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,50,20,0.16778816449182904,0.85742,0.7503970172153315,0.06162641897388923,0.305111644961604,4.626678228378296,configs/FGMRES.json
200,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,500,20,0.1282132641560092,0.87936,0.5287092125321161,0.029995027523672457,0.14819975023669815,7.3223066329956055,configs/FGMRES.json
201,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,500,20,0.12933885960195277,0.87726,0.5111386836960078,0.03249080754789084,0.16029514652594262,7.3481128215789795,configs/FGMRES.json
202,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,500,20,0.1298018225547937,0.87572,0.5044327977572456,0.0312283551569845,0.1543790198915434,7.329723834991455,configs/FGMRES.json
203,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,500,20,0.1315914934097206,0.87752,0.5388272819873006,0.03179280968236047,0.1571603031491056,7.361675024032593,configs/FGMRES.json
204,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,500,20,0.13344190029777844,0.86934,0.5213711787727999,0.03354548656699679,0.16545204405446012,7.301184415817261,configs/FGMRES.json
205,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10925441401612346,0.91134,0.357762760966929,0.027618213932579877,0.135999072767654,34.94698452949524,configs/FGMRES.json
206,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10864662380793119,0.91098,0.34874734108640243,0.02747234145455495,0.13520830454582242,35.260964155197144,configs/FGMRES.json
207,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10861361183037525,0.91146,0.3526963039027018,0.027673864988973295,0.13626956357035325,34.86766004562378,configs/FGMRES.json
208,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10906932745340034,0.91062,0.347989725089833,0.028086198293016194,0.13820532367713978,35.005756855010986,configs/FGMRES.json
209,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.11025722353818099,0.90972,0.35438755815752,0.028131255315656377,0.1385406687194714,34.873626470565796,configs/FGMRES.json
210,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,50,20,0.13838137312486187,0.85796,0.5695342705366452,0.04135721820043071,0.20435223847023645,4.637991428375244,configs/FGMRES.json
211,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,50,20,0.13255338526051116,0.87398,0.5559742939543593,0.034488418063383854,0.17066891394164072,4.64098334312439,configs/FGMRES.json
212,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,50,20,0.149454190351531,0.82548,0.5901487421515257,0.047362129466042915,0.23438535524798207,4.655732870101929,configs/FGMRES.json
213,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,50,20,0.15331014422435713,0.8428,0.8128148318441328,0.04674920354176011,0.23145907240345615,4.585752725601196,configs/FGMRES.json
214,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,50,20,0.16632501365135513,0.77086,0.7268598339101061,0.05306062402482069,0.2625333955547641,4.624263048171997,configs/FGMRES.json
215,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11798396204735309,0.89984,0.4431786133296084,0.03347306505937191,0.1649910373577251,8.13161039352417,configs/FGMRES.json
216,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11832105317108088,0.89814,0.43879727578074235,0.03244271403864099,0.15992139725417423,8.077487230300903,configs/FGMRES.json
217,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11756831964134526,0.90236,0.41605895461858833,0.033918944324937174,0.1672004328873732,8.108704328536987,configs/FGMRES.json
218,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11834806791928372,0.89896,0.4149980265641843,0.03480692368268176,0.17155780975374346,8.147765398025513,configs/FGMRES.json
219,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,500,20,0.12012657810571703,0.89722,0.44073980814874164,0.036596802817484064,0.18024069266747147,8.280442476272583,configs/FGMRES.json
220,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11252429669793824,0.90442,0.3482385901758536,0.032607670125863256,0.16085728722754022,43.40845847129822,configs/FGMRES.json
221,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11153546777913026,0.90518,0.33611169644799027,0.03341644900373704,0.164817738947109,42.65474534034729,configs/FGMRES.json
222,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11173523982622276,0.90414,0.33501139269062197,0.033192814950731314,0.1637135887707786,42.75748586654663,configs/FGMRES.json
223,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11185161852713532,0.90414,0.33814174046917556,0.03318879138893695,0.16369582372089073,43.17343282699585,configs/FGMRES.json
224,CIFAR10,50000,RESNET+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.11178770992073583,0.9051,0.33789723728653975,0.03247580334050871,0.16020025276472305,42.51662802696228,configs/FGMRES.json
225,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,50,20,0.2556000885100313,0.82546,1.673275922285986,0.14159131528851893,0.7000259460168539,4.136034727096558,configs/FGMRES.json
226,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,50,20,0.2556769833931717,0.81068,1.6766232632384834,0.14177194412485564,0.7012925818713418,4.125792741775513,configs/FGMRES.json
227,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,50,20,0.2601199895593549,0.81816,1.7387779771749134,0.14459447969902567,0.7151220310405351,4.118650197982788,configs/FGMRES.json
228,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,50,20,0.26305469631947664,0.77104,1.768295041430211,0.146304563406798,0.7238524423286707,4.11945652961731,configs/FGMRES.json
229,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,50,20,0.25494734659307605,0.83112,1.6538290921342393,0.14100476019280708,0.696673855386421,4.142755508422852,configs/FGMRES.json
230,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,500,20,0.15092080520249185,0.86528,0.6385584967697873,0.048555675857288615,0.23964158040730266,6.293420791625977,configs/FGMRES.json
231,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,500,20,0.14439027137478463,0.87412,0.609152070078949,0.04507352196705841,0.22254509232120023,6.361441373825073,configs/FGMRES.json
232,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,500,20,0.15635711260751656,0.85678,0.6719570885447925,0.051114132368749676,0.2527979412516983,6.366243124008179,configs/FGMRES.json
233,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,500,20,0.15093965725538347,0.87118,0.6374004434018694,0.04900176541296007,0.2421099581708111,6.304686546325684,configs/FGMRES.json
234,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,500,20,0.15186250387102151,0.86124,0.6466231409919073,0.0478956679420405,0.2363873386173084,6.351693153381348,configs/FGMRES.json
235,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11344328062732216,0.90654,0.431794082166022,0.02393012005852791,0.11810151566878035,28.090516567230225,configs/FGMRES.json
236,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11394064661993042,0.9041,0.4125926433528808,0.024968754446846736,0.1230371513229065,28.185633897781372,configs/FGMRES.json
237,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11540699251382251,0.90102,0.42109800495164446,0.02585110038283806,0.1273916328519122,28.368858337402344,configs/FGMRES.json
238,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.114465681218719,0.90232,0.4156845957167268,0.024994337519891732,0.12319738909493057,28.308496952056885,configs/FGMRES.json
239,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.5,5000,20,0.11562142470365648,0.90092,0.4245977030254873,0.02543468687591564,0.1254238885838559,28.218836307525635,configs/FGMRES.json
240,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,50,20,0.15519583040455392,0.86186,0.6950011819212664,0.0571954487182194,0.2828624561166532,4.191014766693115,configs/FGMRES.json
241,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,50,20,0.18381387625618067,0.83552,0.91674843971693,0.07225491010993013,0.3577864987651173,4.191229581832886,configs/FGMRES.json
242,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,50,20,0.17886857162365621,0.75496,0.8890169295158076,0.071285713241202,0.35256887549004035,4.2248594760894775,configs/FGMRES.json
243,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,50,20,0.16247177692837145,0.8659,0.7579285533210625,0.0590957359949479,0.2928364376836957,4.221700668334961,configs/FGMRES.json
244,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,50,20,0.16467498710395762,0.8693,0.7348553135610368,0.06251467227084553,0.3092824482960702,4.2547407150268555,configs/FGMRES.json
245,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,500,20,0.12696867775841617,0.8834,0.5045634617813599,0.030346821926344986,0.14982965571833992,6.973175764083862,configs/FGMRES.json
246,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,500,20,0.12543447707692099,0.88514,0.502119843527255,0.02870692504158926,0.14164998609858398,6.9462363719940186,configs/FGMRES.json
247,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,500,20,0.12729443386162886,0.87936,0.524340868672035,0.028631956920792866,0.14126104427579186,6.947214841842651,configs/FGMRES.json
248,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,500,20,0.12178640840518529,0.89336,0.5026115480251002,0.027093716627406884,0.1338485215299172,6.952679395675659,configs/FGMRES.json
249,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,500,20,0.12796220128075808,0.88054,0.5399583503340856,0.028884280453781934,0.14266350383389007,6.949743032455444,configs/FGMRES.json
250,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10440600921660825,0.91976,0.33535079997248934,0.02596782590445488,0.1277710979689182,34.22664499282837,configs/FGMRES.json
251,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10499019642566103,0.91866,0.3416115146784764,0.025202062325863694,0.12403839970526413,34.217195987701416,configs/FGMRES.json
252,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.10533936203317976,0.91806,0.34376530604728817,0.026021405427385312,0.12787011056268383,34.32325196266174,configs/FGMRES.json
253,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.105929727085241,0.91602,0.34894452837115997,0.025713449652416655,0.1264136015443404,34.3349826335907,configs/FGMRES.json
254,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.9,5000,20,0.1049876966082314,0.91864,0.34148136880257446,0.0259477706350405,0.12751017764914568,34.3109769821167,configs/FGMRES.json
255,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,50,20,0.16678055039763234,0.78494,0.9191679826481921,0.051423824100944406,0.2552102371074359,4.3490471839904785,configs/FGMRES.json
256,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,50,20,0.13256145709817618,0.86626,0.583017359547309,0.038740238364699614,0.19155165071855731,4.304312705993652,configs/FGMRES.json
257,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,50,20,0.11655040343553409,0.9057,0.4802763107882602,0.023681739171647277,0.11686854875155453,4.3091208934783936,configs/FGMRES.json
258,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,50,20,0.13349285745369863,0.87728,0.5705884328818632,0.03666135088132684,0.18101896826291736,4.307008266448975,configs/FGMRES.json
259,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,50,20,0.13803768545401224,0.86676,0.5829467750000321,0.03364872410989977,0.16713181054196338,4.316164493560791,configs/FGMRES.json
260,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,500,20,0.1127711637491757,0.9093,0.45939729739035495,0.02837430449338301,0.1396003392856819,7.7173912525177,configs/FGMRES.json
261,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11274766586037191,0.91028,0.4333750042701661,0.030951190747464902,0.15235913912181262,7.776975154876709,configs/FGMRES.json
262,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,500,20,0.1152183572802031,0.9047,0.4520647203700166,0.03109365518105938,0.153053406192203,7.753112316131592,configs/FGMRES.json
263,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11640504130741205,0.89834,0.4468869639962128,0.0320874626392788,0.15813715577148188,7.86959981918335,configs/FGMRES.json
264,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,500,20,0.11232309140742103,0.9087,0.42671619086681445,0.02802058514629536,0.13805528184309307,7.875340938568115,configs/FGMRES.json
265,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.10704131283683571,0.91278,0.3285683031370669,0.029168608978883136,0.14372231850264314,42.20641565322876,configs/FGMRES.json
266,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.10696037509340753,0.91378,0.3199222897778026,0.02990905398845949,0.14731739585075956,42.91733908653259,configs/FGMRES.json
267,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.10721410033059904,0.91412,0.3190812138371965,0.029654445453817836,0.1460169028784583,42.207016706466675,configs/FGMRES.json
268,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.10717622666185411,0.91386,0.31983194762434025,0.03002125940611807,0.1478998580734448,43.160987854003906,configs/FGMRES.json
269,CIFAR10,50000,VIT+UMAP,20,prob_label_effnetb0,0.99,5000,20,0.10672438303740213,0.91406,0.3199888813493253,0.028894547474076455,0.14228619043147664,41.70634484291077,configs/FGMRES.json
270,EMNIST,240000,CLIP+UMAP,20,prob_label_effnetb0,0.5,240,20,0.24436803211966535,0.9623041666666666,1.4897055524389915,0.13315205588099915,0.6651021261785185,70.71295022964478,configs/FGMRES.json
271,EMNIST,240000,CLIP+UMAP,20,prob_label_effnetb0,0.5,240,20,0.2438574540587264,0.9495791666666666,1.4772569721746416,0.13255722662217612,0.662110194942708,70.726891040802,configs/FGMRES.json
272,EMNIST,240000,CLIP+UMAP,20,prob_label_effnetb0,0.5,240,20,0.2443846761236279,0.9711166666666666,1.4878476284031052,0.1331378835711579,0.6650265248713341,71.02919673919678,configs/FGMRES.json
