,dataset,prob_labels,n_data,dim_reduction_technique,dimension,gamma,n_samples,Accuracy,RMSE,KL,MAE,TV,sparse
167,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,100,0.1004,0.2883068226194626,2.172075879945041,0.1716739313591035,0.8483311132385856,False
168,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,100,0.1914,0.2858475269492913,2.1024043448305942,0.17162063298526137,0.8480559359023803,False
169,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,100,0.1001,0.28536311389728075,2.10864795518583,0.17129087389200642,0.8458997806734311,False
170,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,250,0.1983,0.28519332149715715,2.0926064867452143,0.17147509071583064,0.8470548130923351,False
171,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,250,0.0999,0.28532751955922014,2.093745335307324,0.17145129935639228,0.8473496888594116,False
172,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,250,0.1857,0.28523419461929833,2.0990701930592097,0.17146988168240107,0.8466169864242529,False
173,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,250,0.0999,0.28530510352688665,2.0957252652139955,0.17150849865776363,0.8470462180019742,False
174,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,250,0.1003,0.2860032012739555,2.107799043004807,0.171760510357089,0.8477689997930422,False
175,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,500,0.1309,0.2851419471253802,2.093097378079855,0.1714173692768184,0.8467414029468575,False
176,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,500,0.1989,0.2849805149531042,2.0905360314903967,0.1713390640068044,0.8468164743816804,False
177,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,500,0.1876,0.28485464357808293,2.0809837667241933,0.1713984757072577,0.8470378243808453,False
178,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,500,0.1999,0.284760832292449,2.0812160119282024,0.17137238290936593,0.8469309835819584,False
179,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,500,0.1989,0.284986764784812,2.0877118843677747,0.17131663537851666,0.8469513535739,False
180,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,1000,0.2663,0.28489912098213843,2.0829480950529984,0.17142070227033093,0.8472488151385734,False
181,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,1000,0.277,0.2851318732106044,2.089745604270692,0.17139044183256402,0.8472959736400056,False
182,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,1000,0.1973,0.2848813390130265,2.082163864219093,0.17141666996716018,0.8473355942967512,False
183,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,1000,0.2913,0.2848629101845645,2.08397428885823,0.17148303064465906,0.8469957611059983,False
184,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,1000,0.2265,0.28483614893572506,2.0833471194612825,0.1713755110748917,0.8469684148729222,False
185,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,5000,0.2911,0.28471669931463006,2.0794338344818932,0.17135980500396125,0.8470105336740251,False
186,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,5000,0.2656,0.2847528770170293,2.0795713907109357,0.17139931754902177,0.8471511487769537,False
187,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,5000,0.1988,0.2848068677276158,2.0806870969923006,0.171396490213977,0.8472042838843589,False
188,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,5000,0.3439,0.28473081665356914,2.0791491195675302,0.1714090829214633,0.8471293555351779,False
189,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,5000,0.2904,0.28463722774241623,2.078355943638237,0.17136172599548583,0.8468912907100488,False
190,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,10000,0.2182,0.2847158727135701,2.0790361181001993,0.17140753777800716,0.8470390327328103,False
191,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,10000,0.4768,0.2847119942940216,2.078871372471189,0.1714015096052944,0.8470873226364672,False
192,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,10000,0.3609,0.28474329873757337,2.0792293069806216,0.17139657628521798,0.8471517558193591,False
193,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,10000,0.3744,0.28472967575414654,2.0789464081447724,0.17139588923237584,0.8471019570141501,False
194,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,10000,0.4538,0.28469442298323094,2.0783685126872258,0.1713838971846756,0.8470292582063701,False
195,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,100000,0.5362,0.2846980950553962,2.078476272688777,0.17139730520432506,0.8470645416206156,False
196,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,100000,0.4965,0.2846873366549192,2.0783746424545533,0.1713912234331279,0.8470357391520636,False
197,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,100000,0.435,0.2846930073732889,2.07839173129601,0.17138933675075071,0.8470463147527658,False
198,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,100000,0.4777,0.28470096736957407,2.0785076100300843,0.17138844993770624,0.8470733816314189,False
199,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.001,100000,0.5021,0.2847111576125551,2.0786033889574504,0.17139653668453994,0.8470940111025275,False
200,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10,0.2929,0.2722116683021038,8.861022011194166,0.15492544911987366,0.759873104148364,False
201,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10,0.2947,0.29084555156222647,13.845446729078027,0.15666949235978367,0.7587012037446995,False
202,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10,0.2029,0.29159477832544783,11.561174415959568,0.16298346102671096,0.7978674051519556,False
203,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10,0.2705,0.28678729327530694,11.52668425332711,0.15953250683399717,0.7746053447350513,False
204,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10,0.0999,0.3179641302576014,14.061642948414233,0.17189716302798938,0.8353813071791119,False
205,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,25,0.1978,0.269542634081959,1.7591030190932346,0.1564296722149527,0.7732525930369932,False
206,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,25,0.2938,0.272060905674642,1.7679680851469952,0.1581931106277985,0.7832454259428185,False
207,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,25,0.2831,0.2766901082006399,9.258171523872516,0.15764523773266953,0.7725427263956964,False
208,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,25,0.2702,0.27921932684742584,4.31146604871741,0.1633132474357947,0.8064173852397784,False
209,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,25,0.1988,0.27560924006751686,1.862964896585777,0.15897649923734647,0.7863191000517571,False
210,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,50,0.2909,0.2728538923293827,1.8308771548063654,0.15860269188340917,0.7844060622905036,False
211,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,50,0.5056,0.26682731418383393,1.705138955764738,0.1567163301135446,0.7751988651391503,False
212,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,50,0.4744,0.26527776019053306,1.6496673026378457,0.15635609820911184,0.77328756300278,False
213,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,50,0.1968,0.27389808373192576,1.7787685522682979,0.15802633106010885,0.7819649894782582,False
214,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,50,0.2925,0.2710951537075392,1.7240161478547291,0.15934367162661778,0.7875529792254139,False
215,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100,0.4745,0.2671693018300158,1.67752108101841,0.1579480619025045,0.7813104302138778,False
216,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100,0.4712,0.2659231128580173,1.6813952106749959,0.15708605539389983,0.7782565704809378,False
217,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100,0.2916,0.26673631526712976,1.668818176423203,0.1569562732905807,0.7774735706674929,False
218,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100,0.3569,0.2670365408850573,1.6767722730058936,0.1577089398447425,0.7805850225657496,False
219,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100,0.3296,0.26709651585590566,1.6626236056464565,0.1572926674700153,0.7785799855630442,False
220,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,250,0.3853,0.2669181891366106,1.6657888536915526,0.1579010426645327,0.7823145048271717,False
221,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,250,0.4526,0.2664454154216128,1.657739676687961,0.15753603107383574,0.7808565286241087,False
222,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,250,0.2936,0.2672632611335462,1.66856552204722,0.1577774122201335,0.7818455378382341,False
223,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,250,0.6794,0.2658637603717306,1.6599854769016547,0.15754086709364234,0.780160586384858,False
224,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,250,0.468,0.2665966049438135,1.6525236063133226,0.1577612106353063,0.7816979898462563,False
225,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,500,0.4399,0.2649399743303446,1.6362351120577474,0.15680339179597427,0.7767528795240962,False
226,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,500,0.3703,0.2662573152659171,1.6507724210034398,0.15752146764325864,0.7802920945409296,False
227,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,500,0.4651,0.2641890885943151,1.6335424094780364,0.15651639909446324,0.7754491519798731,False
228,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,500,0.5231,0.26593599394899536,1.6408195394999052,0.1576138612482799,0.7809550154737882,False
229,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,500,0.7211,0.2653787831267566,1.6378723445271934,0.15739984201960824,0.7796829974845576,False
230,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,1000,0.728,0.26590395029526653,1.642687026174525,0.15773034815541526,0.7815623814277427,False
231,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,1000,0.7053,0.26426397885168396,1.6265326766818546,0.15668920325811095,0.7759959537123455,False
232,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,1000,0.3961,0.2656684274866526,1.6441754465046856,0.15731036160198814,0.7791739993732281,False
233,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,1000,0.6652,0.2642846934572767,1.6282548657562386,0.156611868626494,0.7760564225646437,False
234,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,1000,0.5305,0.26426667901564527,1.6284363209761845,0.15659442209364435,0.7758719446637572,False
235,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,5000,0.708,0.2650449094428301,1.6335766552557787,0.15713720917748636,0.7784015456031257,False
236,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,5000,0.7604,0.26462073184597756,1.6303925176309102,0.15693563179848982,0.7775539100263189,False
237,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,5000,0.6866,0.2651658907308225,1.6356185943858141,0.1572753207277685,0.7792853914623502,False
238,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,5000,0.561,0.26476140138641824,1.6297684567276887,0.15698416550551894,0.7777173719218161,False
239,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,5000,0.6915,0.2645707389512962,1.6305224793285547,0.1568785816417519,0.7773695675781577,False
240,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10000,0.7254,0.2647889673155845,1.6308921858589527,0.15701678774671646,0.7779183837657075,False
241,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10000,0.6716,0.2645494014582727,1.631919656790552,0.15689755720341658,0.7774448114558079,False
242,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10000,0.7941,0.2645952721591946,1.6291393600092003,0.15684007543248146,0.7771476852370615,False
243,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10000,0.7805,0.2646476618399937,1.6298418444213978,0.15686946745890398,0.7772325276618801,False
244,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,10000,0.8028,0.2651977600669924,1.6349742757866672,0.15723653182741743,0.7789491518357206,False
245,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100000,0.722,0.26470730390403635,1.6310191223484616,0.15697238626921456,0.7777454252225955,False
246,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100000,0.7933,0.2647394717731995,1.6305574154808309,0.15698764591668174,0.7777742793706931,False
247,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100000,0.7664,0.2648236942743714,1.6318202375300257,0.15705292420009775,0.7781013934386644,False
248,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100000,0.772,0.2647333293838732,1.6308235119311478,0.15700128433177224,0.7778946608248652,False
249,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.01,100000,0.7822,0.26476689344923304,1.6309656874185472,0.15699764804328728,0.7778286387473181,False
250,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10,0.4374,0.28523123711740583,12.977658780121013,0.12602498551078203,0.6158647938012913,False
251,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10,0.5394,0.24347862396798908,7.902388260966411,0.10953570268909636,0.5338437937419012,False
252,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10,0.4599,0.2694228356147383,10.23583430751681,0.12263544923603056,0.5971755868882784,False
253,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10,0.5335,0.23072557330758742,5.828635151446427,0.11433007338487253,0.554269354732271,False
254,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10,0.4856,0.261507289998066,10.420939185942489,0.11922280704178971,0.5815895878992448,False
255,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,25,0.7068,0.18589946846484517,0.8740732760770207,0.09490933471652532,0.4657626358768985,False
256,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,25,0.5626,0.22959251134230688,5.867218943077775,0.11293092460465233,0.5546193590746823,False
257,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,25,0.735,0.19004070691708097,3.2689373351037996,0.09300746124426781,0.45487600399383626,False
258,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,25,0.5924,0.22132896863743637,3.3251173917222316,0.10892268974011914,0.533420579870227,False
259,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,25,0.6186,0.2019559208435778,0.9391140368436162,0.10068975095174929,0.49638705928383936,False
260,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,50,0.8361,0.18457657466829042,0.8517557269260909,0.09698777022458538,0.47634497740004283,False
261,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,50,0.7039,0.2018390613830793,1.0024162053238828,0.10452484588101416,0.513830141569073,False
262,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,50,0.6637,0.19223884826285279,0.8956587057118499,0.0961682566057772,0.47256976480952717,False
263,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,50,0.6547,0.19638334210871186,0.9494741771377881,0.09984560395439288,0.49129864630066433,False
264,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,50,0.7084,0.20139580566264578,0.9129453662080181,0.0987600322635252,0.48619157575818356,False
265,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100,0.8701,0.17695410912529347,0.792812980831025,0.09224730819741137,0.4532067086722619,False
266,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100,0.7746,0.1815349369876837,0.7955984176925163,0.09525799555956836,0.4683906167824944,False
267,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100,0.8477,0.18228007094774654,0.8417413159456147,0.09606732128893077,0.47345215457889117,False
268,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100,0.6807,0.18177422295461726,0.8111315971392068,0.09491061124576414,0.4659296942191846,False
269,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100,0.747,0.17764420216946936,0.7796711333649878,0.09312090820580846,0.4590150186196117,False
270,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,250,0.8023,0.17923739699063593,0.7831429021047908,0.09289694710425153,0.45660653963278863,False
271,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,250,0.8657,0.17582356644265756,0.7714782013149539,0.09216010272763948,0.4533816026921524,False
272,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,250,0.8675,0.17957911563670725,0.7796794877560742,0.0954177273272841,0.4703460209223698,False
273,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,250,0.8314,0.17929112691651256,0.7880555508815028,0.09469088467163442,0.46557147829585055,False
274,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,250,0.8762,0.1786589568251159,0.7774051688877985,0.09403474064500635,0.46257301152906527,False
275,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,500,0.8818,0.17804993659259236,0.7610300690210737,0.09305380073819951,0.4578365495203873,False
276,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,500,0.8559,0.17672010009635952,0.75147255407828,0.09267297316461752,0.45622719475462664,False
277,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,500,0.8381,0.17704249530392768,0.7649228767150815,0.09297901153698862,0.45781549006558436,False
278,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,500,0.7938,0.17725105678621983,0.7734129571271757,0.0928078390162201,0.45645782855292744,False
279,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,500,0.8663,0.17736598488554497,0.7516595892301536,0.09385031006169811,0.46189706635756383,False
280,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,1000,0.8123,0.17916336583995487,0.757705163417937,0.09517062812371478,0.4689101117192321,False
281,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,1000,0.878,0.17596984048592637,0.7359101091722193,0.09289893717320406,0.45736134548785656,False
282,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,1000,0.8766,0.17845297061477416,0.7554367900076419,0.09495926619827653,0.46776577200373304,False
283,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,1000,0.873,0.17943893900539326,0.7536891583043239,0.09573471320901614,0.47161947335450505,False
284,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,1000,0.8861,0.1769579956241401,0.7369333481044464,0.09318856978541314,0.4590962346263073,False
285,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,5000,0.8748,0.17712258637189005,0.736371056302955,0.09366211976484816,0.4614250121391321,False
286,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,5000,0.8731,0.17788491844152038,0.7414284768140622,0.09443848556841969,0.46506009450398067,False
287,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,5000,0.8781,0.17668562451926403,0.7330821453619757,0.09342136427706974,0.4601048440690576,False
288,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,5000,0.8789,0.17711200907616154,0.7383207085984265,0.09365955766324487,0.4614579389979073,False
289,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,5000,0.8747,0.1776420051307182,0.7408722234319727,0.09440973265751051,0.4647350048050185,False
290,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10000,0.8743,0.17704971034027156,0.7360661290339302,0.09383653866540884,0.46217164319547194,False
291,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10000,0.8768,0.1773692493809251,0.7354062092005809,0.09398189636715393,0.462753999117417,False
292,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10000,0.8776,0.17716770630818118,0.736017443123869,0.09391756185593807,0.4625719722417486,False
293,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10000,0.8777,0.17781672990105743,0.7391332212716852,0.0943138482993792,0.4646111131716073,False
294,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,10000,0.8751,0.1780961590091948,0.7417449940745381,0.09461972961884516,0.465968444457509,False
295,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100000,0.8762,0.1773436326046726,0.7347199885307654,0.09402408189804111,0.4630134616311637,False
296,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100000,0.8762,0.17731138014274933,0.7356662387595561,0.09406495779287162,0.4632788591324361,False
297,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100000,0.8757,0.17723140450202404,0.7337853287786101,0.09400514634070176,0.46292853561918057,False
298,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100000,0.877,0.17731268763580021,0.7350682496555784,0.0940949631912121,0.46343172195754295,False
299,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,0.1,100000,0.875,0.17747972763831427,0.7359050275731072,0.09419106927745091,0.4638967985827233,False
300,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,10,0.456,0.31641812916609735,9.021658452777524,0.11040833816466775,0.5499929386241619,False
301,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,10,0.6158,0.21543970097273452,4.354972550055545,0.07718936564049764,0.3803133409230863,False
302,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,10,0.4576,0.28431518900775726,8.30298509826276,0.11467447443205706,0.5700155517049963,False
303,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,10,0.6022,0.2370193376471581,4.492730180134395,0.08684235806784835,0.4308906537124857,False
304,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,10,0.5394,0.2694113993444415,7.926282663332972,0.09656401143242617,0.4735713467738689,False
305,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,25,0.7719,0.16541115896265596,3.287866560726155,0.05117759966625168,0.24990694539425623,False
306,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,25,0.8596,0.128827382690627,1.2020710115527784,0.03742009100079301,0.18197845819478067,False
307,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,25,0.7361,0.1848905666093753,2.703716779534888,0.06413209231471537,0.31078030275492713,False
308,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,25,0.7863,0.16730962977246067,3.4125663623910136,0.05678435422989129,0.27629810752832895,False
309,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,25,0.8263,0.1419762427498971,1.1523052903461823,0.043725368457403296,0.21385715545447065,False
310,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,50,0.8211,0.13114259412391532,1.0978835365864306,0.04187880426790212,0.2041978259109149,False
311,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,50,0.7793,0.1728498335421394,2.4712424403546085,0.061650952479072374,0.3018262578812394,False
312,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,50,0.8697,0.1238660527762165,1.067581296731383,0.0349245401450076,0.16851830407980628,False
313,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,50,0.8461,0.13658420484364273,1.061630484875724,0.045880107699218686,0.2217369287845785,False
314,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,50,0.8752,0.12331704999750237,1.0638403817704285,0.03483290619933667,0.1655044544445439,False
315,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,100,0.8825,0.1292295800823603,0.8735661493152542,0.04802458998039783,0.2336532694269266,False
316,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,100,0.8763,0.12161785554077673,0.786201302297345,0.040146661521514734,0.19287912955725106,False
317,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,100,0.8685,0.12555816992767183,0.8244822741253985,0.04286762003039342,0.20684899732152975,False
318,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,100,0.8762,0.12040299178076266,1.0416825629907773,0.03477471009430499,0.1646738446150327,False
319,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,100,0.8856,0.12262491218935156,0.8413548101726381,0.03892378730417119,0.18846640583231578,False
320,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,250,0.8754,0.12002429357325073,0.6146921568532626,0.042315667812403465,0.2031421359201157,False
321,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,250,0.8783,0.117752989631808,0.6842949742837598,0.03790682943743578,0.18357267036886002,False
322,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,250,0.8834,0.11627848604737431,0.7055090330775841,0.03623688248303148,0.17556933216724363,False
323,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,250,0.8856,0.11720601909245965,0.6804550171135038,0.03794973684837732,0.18347224328900819,False
324,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,250,0.8874,0.11847126080567698,0.5719653361540008,0.04316079960647035,0.20906979674371004,False
325,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,500,0.8856,0.11486155200959283,0.48047424669021177,0.0400194052451875,0.1922558299721301,False
326,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,500,0.8878,0.11436304143442058,0.5199442634255381,0.03985687565344779,0.19216756946405814,False
327,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,500,0.8795,0.1164306922505595,0.5885560095076822,0.039393023841360605,0.1896185209053432,False
328,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,500,0.8829,0.11635945868637654,0.526059079442746,0.03993507582651213,0.1923176481977977,False
329,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,500,0.8819,0.11431847527067258,0.46866256829183806,0.03757629788524589,0.18159768817318472,False
330,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,1000,0.8789,0.11406172791607003,0.45563827486032277,0.03647002841298345,0.1762321653553031,False
331,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,1000,0.8826,0.1145450379705057,0.49262760275278444,0.03930296108071012,0.18936088627728767,False
332,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,1000,0.8833,0.11365488136099602,0.46830748336410943,0.03733082018054238,0.17983999994612646,False
333,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,1000,0.8818,0.1150036911785793,0.44429311988996634,0.0383106719734174,0.1848483998262971,False
334,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,1000,0.8813,0.11441013260811736,0.45980840865564676,0.038918686612496575,0.18823372574075906,False
335,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,5000,0.8824,0.11361551166786137,0.3741241476137949,0.03848580027351563,0.18578524308749772,False
336,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,5000,0.8834,0.11366514381138952,0.3760057474254672,0.03798560572536018,0.18327213302379464,False
337,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,5000,0.8808,0.11308353849807051,0.36107909521173903,0.03790229210534825,0.1825048002560352,False
338,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,5000,0.8806,0.11366122075574672,0.3641360136584988,0.03835341465859095,0.18451097214580764,False
339,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,5000,0.882,0.11353126601034975,0.3682202710104506,0.038341365661072976,0.18469889643570464,False
340,CIFAR10-H,prob_label,10000,CLIP+UMAP,20,1.0,10000,0.8809,0.11372489970546021,0.3611983021831023,0.03813507677586235,0.18395367421947878,False
